名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
双凤桥支路,渝北空港新城,双凤桥支路,4729,板楼/塔板结合,896户,16栋,商品房/拆迁还建房,1998-2003年 ,1元/平米/月,无,无
金易花园,渝北空港新城,双凤桥路198号,6777,板楼/塔板结合,397户,3栋,商品房,2000-2008年 ,0.6至1.5元/平米/月,暂无信息,重庆华都营建有限公司
金易上品源,渝北空港新城,景观大道转盘,8547,塔楼,616户,6栋,商品房/私产,2000-2019年 ,0.8至1.3元/平米/月,重庆金易物业服务有限公司,金科集团苏州金科科润房地产开发有限公司
嘉华盛世,渝北空港新城,双凤桥街道空港大道519号,6385,板楼,813户,6栋,商品房,2000-2020年 ,1.3至1.6元/平米/月,重庆善为物业管理有限公司,重庆华都营建有限公司
空港金嶺地,渝北空港新城,双龙湖街道五星路四巷16号,9440,塔楼/板楼/塔板结合,450户,4栋,商品房/经济适用房,2005-2013年 ,1.2至2.6元/平米/月,金盛物业管理公司,上海嘉园置业有限公司
瑞丰花苑,渝北空港新城,安康路瑞丰花苑,7766,塔楼/板楼,1583户,23栋,商品房/房改房/经济适用房/私产,2000-2020年 ,0.6至1元/平米/月,重庆金煌物业管理有限公司,重庆宏源房地产开发公司
相国名居二期,渝北空港新城,相国名居二期,8760,塔楼,130户,1栋,商品房,2003-2013年 ,1.8元/平米/月,重庆盛山物业管理有限公司,暂无信息
香草山,渝北空港新城,五星路96号,8504,塔楼/板楼/塔板结合,613户,15栋,商品房,2006-2015年 ,1.5至2元/平米/月,重庆市紫水晶物业发展有限公司,重庆市紫水晶物业发展有限公司
泽科兴城B区,渝北空港新城,汉渝路,9516,塔楼,349户,5栋,商品房,2004-2021年 ,1.6元/平米/月,泽科集团重庆物业服务有限公司,泽科集团有限公司
金易星辰,渝北空港新城,空港双凤桥汉渝路198号,8579,塔楼,1445户,11栋,商品房,2009-2019年 ,0.8元/平米/月,重庆市兴茂物业管理公司,重庆贵格房地产开发公司
相国名居一期,渝北空港新城,汉渝路67号,7505,塔楼,180户,1栋,商品房,2003年 ,1.8元/平米/月,暂无信息,上海东上海联合置业有限公司
蓬莱仙居小区,渝北空港新城,两路空港双龙大道,4562,塔楼,266户,2栋,商品房,2002-2006年 ,0.5至1.8元/平米/月,暂无信息,上海西上海上食科技发展有限公司
芳草绿岸,渝北空港新城,芳草绿岸,7782,塔楼/板楼,881户,7栋,商品房,2006-2017年 ,0.6至0.8元/平米/月,重庆森荣物业管理有限公司,重庆森柯房地产开发有限公司
香海驿,渝北空港新城,双凤桥街道空港大道766号,8383,塔楼/板楼,1589户,18栋,商品房,1998-2012年 ,0.8至0.9元/平米/月,暂无信息,重庆市渝北房屋开发公司
聚仙居,渝北空港新城,五星路166号,5165,塔楼/板楼,174户,3栋,商品房/私产,1997-2015年 ,0.5元/平米/月,重庆嘉华建设开发有限公司,后卫华庄
海德双凤康桥,渝北空港新城,海德双凤康桥,6480,塔楼/平房,210户,3栋,商品房,2000-2008年 ,0.6元/平米/月,重庆海德物业管理有限公司,北京海德置业有限公司
红树林,渝北空港新城,红树林,9317,塔楼/板楼,1661户,29栋,商品房,2005-2020年 ,1.2至3.6元/平米/月,重庆龙港物业管理有限公司, 陕西亿润经贸有限公司 
金日阳光花园,渝北空港新城,双龙西路1巷6号,6055,塔楼/板楼,361户,15栋,商品房,2000-2011年 ,1至1.3元/平米/月,暂无信息,佛山市南海喜地投资有限公司
圣豪帝景,渝北空港新城,五星路6巷49号,8182,板楼,560户,10栋,商品房,1998-2012年 ,1.3元/平米/月,暂无信息,重庆市龙德房地产开发有限公司
伯爵世家,渝北空港新城,伯爵世家,9577,塔楼,1393户,5栋,商品房,2008-2020年 ,1.6元/平米/月,重庆金易物业服务有限公司,重庆市空港新城建设投资集团
北景花园,渝北空港新城,五星路182号,6008,板楼,193户,3栋,商品房/房改房,1997-2008年 ,0.5元/平米/月,暂无信息,重庆华都营建有限公司
尚阳康城,渝北空港新城,长翔路150号,8210,塔楼/板楼,1471户,12栋,商品房/私产,2000-2020年 ,0.75至1.2元/平米/月,重庆大正物业管理有限公司, 重庆汇东房地产开发有限公司
银鑫小区,渝北空港新城,银鑫路4号,5298,板楼,395户,2栋,商品房/集资房,1998-2006年 ,1元/平米/月,暂无信息,无开发商
田园丽景,渝北空港新城,银鑫路7号,6289,板楼,373户,5栋,商品房,2000-2013年 ,1至2元/平米/月,浙江保亿物业服务股份有限公司重庆分公司,田心实业
桃园芳居,渝北空港新城,五星路,7873,塔板结合,401户,2栋,商品房,2000-2012年 ,1.2元/平米/月,深圳市世外桃源物业管理有限公司重庆分公司,上海世外桃源房产有限公司
桃源印象,渝北空港新城,桃源大道363号,9955,板楼/塔板结合,448户,4栋,商品房,2013-2014年 ,1.8元/平米/月,暂无信息,重庆市渝北房屋开发公司
芳草绿岸,渝北空港新城,芳草绿岸,7782,塔楼/板楼,881户,7栋,商品房,2006-2017年 ,0.6至0.8元/平米/月,重庆森荣物业管理有限公司,重庆森柯房地产开发有限公司
金易花园,渝北空港新城,双凤桥路198号,6777,板楼/塔板结合,397户,3栋,商品房,2000-2008年 ,0.6至1.5元/平米/月,暂无信息,重庆华都营建有限公司
金易上品源,渝北空港新城,景观大道转盘,8547,塔楼,616户,6栋,商品房/私产,2000-2019年 ,0.8至1.3元/平米/月,重庆金易物业服务有限公司,金科集团苏州金科科润房地产开发有限公司
嘉华盛世,渝北空港新城,双凤桥街道空港大道519号,6385,板楼,813户,6栋,商品房,2000-2020年 ,1.3至1.6元/平米/月,重庆善为物业管理有限公司,重庆华都营建有限公司
汉渝路125号,渝北空港新城,汉渝路125号,6828,板楼,312户,8栋,商品房/私产/集资房,1996-2010年 ,0.8至20元/平米/月,重庆德业物业管理公司,重庆华都营建有限公司
唐庄,渝北空港新城,凤鸣路,7781,塔楼/板楼/塔板结合,824户,12栋,商品房,2000-2020年 ,0.8至2元/平米/月,重庆兰华物业管理有限公司,重庆鑫源置业集团
相国名居二期,渝北空港新城,相国名居二期,8760,塔楼,130户,1栋,商品房,2003-2013年 ,1.8元/平米/月,重庆盛山物业管理有限公司,暂无信息
香草山,渝北空港新城,五星路96号,8504,塔楼/板楼/塔板结合,613户,15栋,商品房,2006-2015年 ,1.5至2元/平米/月,重庆市紫水晶物业发展有限公司,重庆市紫水晶物业发展有限公司
泽科兴城B区,渝北空港新城,汉渝路,9516,塔楼,349户,5栋,商品房,2004-2021年 ,1.6元/平米/月,泽科集团重庆物业服务有限公司,泽科集团有限公司
名人港湾二期,渝北空港新城,空港大道290号,8987,塔板结合,230户,3栋,商品房,2000-2008年 ,0.8元/平米/月,暂无信息,沧州名人房地产开发有限公司黄骅名人花园分公司
空港圣地,渝北空港新城,双凤桥街道泰福路6号,8123,塔楼/板楼,1898户,9栋,商品房,2000-2013年 ,0.8元/平米/月,暂无信息,重庆春洪房地产开发有限公司
金色阳光(渝北),渝北空港新城,双凤桥街道长空路199号,6544,板楼/塔板结合/平房,596户,4栋,商品房/拆迁还建房,2000-2009年 ,0.8至20元/平米/月,无,0
和顺苑,渝北空港新城,重庆空港广场景观大道前行500米处,8019,塔楼,721户,3栋,商品房,2003-2015年 ,0.8至1元/平米/月,重庆和泓物业服务有限公司,国和房产
浩博天地,渝北空港新城,长空路299号,8650,塔楼/塔板结合,1866户,14栋,商品房,2000-2020年 ,1.2元/平米/月,重庆远洋物业管理有限公司,远洋地产
海志观月山水,渝北空港新城,观月大道99号,9823,塔楼/板楼/塔板结合,1154户,12栋,商品房,2016-2017年 ,2至2.3元/平米/月,暂无信息,重庆海志实业有限公司
中国摩一期林莺花园,渝北空港新城,空港东路777号,8847,塔楼,2766户,10栋,商品房/经济适用房,2010-2022年 ,2.3元/平米/月,暂无信息,重庆中农国信置业有限公司
桃源居国际花园 ,渝北空港新城,桃源大道409号,13288,塔楼/塔板结合,2381户,51栋,商品房/经济适用房/宗教产,2006-2019年 ,2至4元/平米/月,暂无信息,桃源居（重庆）房地产开发有限公司
丁香水榭,渝北空港新城,桃源大道1002号,6778,塔板结合,934户,13栋,商品房/经济适用房,2004-2020年 ,1.2至1.3元/平米/月,重庆新大正物业集团股份有限公司, 重庆汇东房地产开发有限公司
环湖雅居B区B组团,渝北空港新城,民秀路1号,7793,塔楼,1450户,5栋,商品房/拆迁还建房,2012-2019年 ,暂无信息,暂无信息,重庆市南环房地产开发有限公司
环湖雅居B区A组团,渝北空港新城,桃源大道环湖雅居B区A组团,7078,塔楼,2594户,7栋,商品房/经济适用房/拆迁还建房,2010-2022年 ,暂无信息,重庆丽锦物业管理有限公司,村委集资自建
环湖雅居A区,渝北空港新城,桃源大道559号,8260,塔楼/板楼,2032户,8栋,商品房/经济适用房/拆迁还建房,2000-2020年 ,暂无信息,重庆勇智实业开发有限公司,重庆勇拓置业有限公司
环湖雅居B区C组团,渝北空港新城,桃源大道环湖雅居B区C组团,6987,塔楼,2444户,8栋,商品房/拆迁还建房,2008-2021年 ,暂无信息,无物业,安置房土地开发公司
五星景苑,渝北空港新城,五星路150号附2号,5309,塔楼,135户,5栋,商品房,1999-2003年 ,0.8元/平米/月,重庆五星物业管理有限公司,上海西上海上食科技发展有限公司
万科城市花园,渝北空港新城,两江新区·中央公园东路,14543,板楼,1598户,41栋,商品房,2022年 ,3元/平米/月,成都万科物业服务有限公司重庆分公司,暂无信息
金科禹洲府,渝北空港新城,空港大道金科禹洲朗廷雅筑,11686,板楼/塔板结合,2078户,37栋,商品房,2020-2021年 ,3元/平米/月,暂无信息,重庆通融实业有限公司
金科禹洲府林境,渝北空港新城,重庆市渝北区木耳镇聚英路空港乐园D4区,10255,板楼,419户,7栋,商品房,2019-2021年 ,3至3.2元/平米/月,暂无信息,暂无信息
金科禹洲府天境,渝北空港新城,渝北区民辉路,10114,塔板结合,202户,6栋,商品房,2020-2022年 ,3.5元/平米/月,暂无信息,暂无信息
天堡家园,渝北空港新城,龙骏大道天堡家园,5454,塔楼/板楼/塔板结合,4380户,14栋,商品房/经济适用房/拆迁还建房,2016-2020年 ,0.5元/平米/月,暂无信息,暂无信息
贵格俊岭,渝北空港新城,木兰路300号,6005,塔楼,266户,4栋,商品房/房改房,暂无信息 ,1.2元/平米/月,暂无信息,暂无信息
美的中骏云璟,渝北空港新城,空港大道美的中骏云璟,9951,板楼,2174户,52栋,商品房,2020-2022年 ,1.9至2.9元/平米/月,广东美的物业管理股份有限公司,重庆美骏房地产开发有限公司
万科城市花园锦阅,渝北空港新城,重庆市渝北区港悦北路,0,未知类型,318户,7栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
万科璞园璞珺,渝北空港新城,悦港大道万科璞园璞珺,21778,未知类型,404户,8栋,商品房,2023年 ,3元/平米/月,暂无信息,暂无信息
桃源居国际花园五区二期香澜山,渝北空港新城,重庆市渝北区G210,12935,未知类型,688户,12栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
万科城市花园萃阅,渝北空港新城,悦港北路科城市花园萃阅,13570,未知类型,378户,9栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
万科城市花园栖阅,渝北空港新城,悦港北路万科城市花园栖阅,15108,板楼,991户,26栋,商品房,2022年 ,3至3.5元/平米/月,暂无信息,暂无信息
桃香苑,渝北空港新城,高堡湖西路1号,9042,板楼,409户,10栋,商品房,2008-2014年 ,1至1.4元/平米/月,暂无信息,重庆鑫源置业集团
格林上城,渝北空港新城,观音岩路168号,10432,塔楼,1071户,6栋,商品房,2005-2016年 ,1.5元/平米/月,暂无信息,上海享格置业有限公司
泽科3号线空港明珠,渝北空港新城,观河路22号,9739,塔楼,693户,4栋,商品房,2012-2018年 ,1.7元/平米/月,泽科物业服务公司, 泽科集团有限公司
泽科空港明珠西区,渝北空港新城,观河路29号,9685,塔楼,762户,3栋,商品房,1998-2016年 ,1.7元/平米/月,暂无信息,泽科集团有限公司
环湖雅居A区,渝北空港新城,桃源大道559号,8260,塔楼/板楼,2032户,8栋,商品房/经济适用房/拆迁还建房,2000-2020年 ,暂无信息,重庆勇智实业开发有限公司,重庆勇拓置业有限公司
环湖雅居B区B组团,渝北空港新城,民秀路1号,7793,塔楼,1450户,5栋,商品房/拆迁还建房,2012-2019年 ,暂无信息,暂无信息,重庆市南环房地产开发有限公司
环湖雅居B区A组团,渝北空港新城,桃源大道环湖雅居B区A组团,7078,塔楼,2594户,7栋,商品房/经济适用房/拆迁还建房,2010-2022年 ,暂无信息,重庆丽锦物业管理有限公司,村委集资自建
远洋航港,渝北空港新城,航港路8号,6720,板楼,286户,6栋,商品房,1997-2011年 ,0.8至1.3元/平米/月,重庆远洋物业管理有限公司,远洋地产
丁香水榭,渝北空港新城,桃源大道1002号,6778,塔板结合,934户,13栋,商品房/经济适用房,2004-2020年 ,1.2至1.3元/平米/月,重庆新大正物业集团股份有限公司, 重庆汇东房地产开发有限公司
环湖雅居B区C组团,渝北空港新城,桃源大道环湖雅居B区C组团,6987,塔楼,2444户,8栋,商品房/拆迁还建房,2008-2021年 ,暂无信息,无物业,安置房土地开发公司
碧湖园,渝北空港新城,碧湖路8号,7665,未知类型,232户,5栋,商品房,2006年 ,0.9元/平米/月,暂无信息,暂无信息
空港法院集资楼,渝北空港新城,空港大道448号,8376,塔板结合,199户,3栋,商品房/集资房,2000-2010年 ,1.1至1.3元/平米/月,重庆泰亨物业发展有限公司,暂无信息
首成鼎尚名都,渝北空港新城,空港大道699号,9812,塔楼,787户,3栋,商品房,1997-2018年 ,2元/平米/月,重庆茂园物业管理有限公司,重庆首成房地产开发有限公司
三峡国际51LOFT,渝北空港新城,两江大道三峡国际51LOFT,0,塔楼,752户,2栋,商品房,2020年 ,暂无信息,暂无信息,暂无信息
首钢铂鹭风华,渝北空港新城,空港大道首钢铂鹭风华,9880,塔板结合,2134户,64栋,商品房,2022年 ,2.8元/平米/月,重庆美利山物业服务有限公司,重庆首金房地产开发有限公司
金科禹洲府御邸,渝北空港新城,重庆市渝北区民意路19号,10304,平房,264户,4栋,商品房,2020-2022年 ,3元/平米/月,暂无信息,暂无信息
泽科兴城C区,渝北空港新城,汉渝路63号,9795,塔楼,1183户,15栋,商品房,2005-2018年 ,0.8至1.6元/平米/月,重庆润祥物业管理有限公司,泽科集团有限公司
招商雍璟城璟苑,渝北空港新城,空港大道招商雍璟城璟苑,10011,板楼/塔板结合,708户,14栋,商品房,2014-2021年 ,3至3.5元/平米/月,暂无信息,暂无信息
招商雍璟城璟轩,渝北空港新城,沿港二路1号,10519,塔楼/塔板结合,466户,12栋,商品房,2020-2021年 ,3至3.5元/平米/月,暂无信息,暂无信息
招商雍璟城璟璨,渝北空港新城,大道空港招商雍璟城璟璨,9318,未知类型,906户,13栋,商品房,暂无信息 ,3元/平米/月,暂无信息,暂无信息
万科城市花园萃阅,渝北空港新城,悦港北路科城市花园萃阅,13570,未知类型,378户,9栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
万科城市花园栖阅,渝北空港新城,悦港北路万科城市花园栖阅,15108,板楼,991户,26栋,商品房,2022年 ,3至3.5元/平米/月,暂无信息,暂无信息
万科璞园璞珺,渝北空港新城,悦港大道万科璞园璞珺,21778,未知类型,404户,8栋,商品房,2023年 ,3元/平米/月,暂无信息,暂无信息
环湖雅居B区D组团,渝北空港新城,重庆市渝北区民秀路,5467,未知类型,768户,3栋,商品房/拆迁还建房,暂无信息 ,暂无信息,暂无信息,暂无信息
长安锦尚城,渝北空港新城,空港大道685号,8548,塔楼,6035户,24栋,商品房/经济适用房,2000-2020年 ,1.8元/平米/月,重庆市长安物业管理有限公司,昆山和融房地产开发有限公司。
桥达蓝湾半岛,渝北空港新城,空港大道（跳磴河大桥旁）,9358,塔板结合,2351户,11栋,商品房/经济适用房,2012-2019年 ,1.7至1.8元/平米/月,暂无信息,重庆作平置业有限公司
招商雍璟城璟阁,渝北空港新城,空港大道招商雍璟城璟阁,11113,塔板结合,1711户,32栋,商品房,2018-2022年 ,3至3.5元/平米/月,暂无信息,暂无信息
金科禹洲府观邸,渝北空港新城,重庆市渝北区民辉路211号,9440,塔板结合,248户,2栋,商品房,2020年 ,2.8元/平米/月,暂无信息,暂无信息
聚盛家居,渝北空港新城,聚盛家居,7354,塔楼,184户,1栋,商品房,2000-2008年 ,0.5元/平米/月,暂无信息,重庆华都营建有限公司
北城空港天地,渝北空港新城,空港大道63号（空港广场对面，中国银行旁）,9293,塔楼,2275户,13栋,商品房,2015-2021年 ,2至2.3元/平米/月,重庆北城物业管理有限公司,重庆北城致远实业有限公司
金科空港城,渝北空港新城,观月大道金科空港城,9712,塔楼/塔板结合,3010户,20栋,商品房/使用权/私产,2007-2020年 ,2.3至5元/平米/月,重庆金科物业服务有限公司,重庆金科坤基房地产开发有限公司
水木香山,渝北空港新城,竹音支路18号,12025,塔楼/板楼/塔板结合,2120户,39栋,商品房,2006-2018年 ,2至3元/平米/月,重庆木鱼石物业发展有限公司,重庆市木鱼石物业发展有限公司
中国摩二期香山花园,渝北空港新城,南北大道中国摩二期香山花园,9165,塔楼/板楼/塔板结合,2236户,22栋,商品房,2005-2022年 ,2.3至2.8元/平米/月,佳源物业,暂无信息
千威先生的洋房,渝北空港新城,观月大道77号,10712,塔楼/塔板结合,1555户,13栋,商品房,2005-2018年 ,2至2.7元/平米/月,四川佳禾物业服务有限公司,重庆千威地产有限公司
中国摩三期金棕公馆,渝北空港新城,通宝路中国摩三期金棕公馆,8305,塔楼,2854户,29栋,商品房,2005-2022年 ,2.3元/平米/月,暂无信息,暂无信息
中国摩四期春藤佳苑,渝北空港新城,中国摩立交,9980,塔楼/塔板结合,1694户,24栋,商品房,2016-2022年 ,2.3至3元/平米/月,暂无信息,暂无信息
千威马先生的街,渝北空港新城,双凤桥街道观月大道77号（轻轨三号线观月站旁）,0,板楼,234户,5栋,商品房,暂无信息 ,4元/平米/月,四川佳禾物业服务有限公司,重庆千威地产有限公司
汉渝路三巷,渝北空港新城,汉渝路三巷,5632,板楼/平房,162户,2栋,商品房,1995-2002年 ,0.5元/平米/月,暂无信息,暂无信息
金易花园二期,渝北空港新城,空港双凤桥汉渝路198号,5587,板楼,175户,1栋,商品房,2009年 ,0.8元/平米/月,重庆市兴茂物业管理公司,暂无信息
霞飞路62号,渝北空港新城,霞飞路62号,5058,板楼,125户,1栋,商品房,1992年 ,3元/平米/月,暂无信息,重庆市渝北房屋开发公司
汉渝路二巷42号,渝北空港新城,双渝路二巷42号,6797,塔楼/板楼,288户,3栋,商品房,2000-2006年 ,1元/平米/月,无物业,暂无信息
桃源大道99号,渝北空港新城,桃源大道99号,0,板楼,66户,1栋,商品房,暂无信息 ,1元/平米/月,暂无信息,暂无信息
航港路1号,渝北空港新城,航港路1号,0,板楼,212户,3栋,商品房/经济适用房,2000年 ,0.6元/平米/月,暂无信息,暂无信息
春熙园,渝北空港新城,五星路178号,0,未知类型,18户,1栋,商品房,2000年 ,暂无信息,暂无信息,暂无信息
双龙西路1巷1到5号,渝北空港新城,双龙西路1巷1-5号,7652,板楼,408户,4栋,商品房/私产,1999-2005年 ,0.5元/平米/月,专业物业管理公司, 合肥万科瑞翔地产有限公司
金恒雅居,渝北空港新城,金恒雅居,8249,塔楼/平房,173户,2栋,商品房,2001-2016年 ,1.3元/平米/月,重庆恒建物业管理有限公司,重庆联金盛置业有限公司
高屋新区,渝北空港新城,汉渝路69号,0,塔板结合,120户,1栋,商品房,2000-2004年 ,20元/平米/月,重庆龙发物业管理有限公司,融创开发商
金鑫小区,渝北两路,凯歌路39号,5322,塔楼/板楼/平房,245户,8栋,商品房,2000-2019年 ,2.8元/平米/月,重庆市涪陵区毓炫物业管理有限责任公司,融创嘉业
玉宇佳苑,渝北两路,双龙西路265号附36号,5254,塔板结合,418户,5栋,商品房,2000-2002年 ,0.5至20元/平米/月,重庆高地物业,重庆华都营建有限公司
春城四季,渝北两路,龙康街161号,5818,板楼,197户,4栋,商品房/私产,2007年 ,0.7元/平米/月,暂无信息,内蒙古额姞养老产业管理股份有限公司
山水绿城,渝北两路,滨港路39号,8720,塔楼,634户,5栋,商品房/使用权,2002-2009年 ,0.8元/平米/月,重庆市渝北区龙发物业管理股份有限公司, 重庆汇东房地产开发有限公司
前坤凯乐家园,渝北两路,渝北区一碗水前街与一碗水后街交叉口西北100米,4645,塔板结合,227户,2栋,商品房,2000年 ,暂无信息,暂无信息,暂无信息
人和春天（渝北）,渝北两路,一碗水前街16号,6317,塔楼/板楼,603户,8栋,商品房,2000-2008年 ,0.5至1.3元/平米/月,重庆高博物业发展有限公司, 重庆桥达茂宸房地产开发有限公司
兰桂园,渝北两路,凯歌路2号,6208,板楼,123户,1栋,商品房,1996-2002年 ,1元/平米/月,重庆中交物业管理有限公司,未知
锦湖花园,渝北两路,翠湖路412号,5729,塔楼/板楼/塔板结合,333户,6栋,商品房/经济适用房,2000-2005年 ,1.1至30元/平米/月,重庆锦湖花园物业管理公司,台州锦湖置业有限公司
富丽园,渝北两路,翠湖支路104号,5124,板楼,96户,1栋,商品房,1999-2010年 ,0.5元/平米/月,重庆浩之然物业管理有限公司,北京海德置业有限公司
胜利路,渝北两路,胜利路,5929,板楼/塔板结合,720户,31栋,商品房/房改房/经济适用房,1993-2003年 ,0.4至0.5元/平米/月,暂无信息,天津星华府置业有限公司
汉渝路散排,渝北两路,汉渝路散排,6148,板楼/塔板结合/平房,660户,22栋,商品房/经济适用房,1990-2000年 ,0.8至1.98元/平米/月,暂无信息,重庆华都营建有限公司
川九小区,渝北两路,川九小区,7019,塔楼/板楼/塔板结合,715户,20栋,商品房/经济适用房,1992-2003年 ,0.2至1元/平米/月,暂无信息,暂无信息
横街11号13号,渝北两路,横街11号13号,6917,板楼,138户,5栋,商品房/经济适用房/私产/集资房,1999年 ,0.35元/平米/月,暂无信息,暂无信息
渝航路33号,渝北两路,渝航路33号,5512,板楼,214户,1栋,商品房,1998-2002年 ,3元/平米/月,暂无信息,重庆市渝北房屋开发公司
渝航路一巷,渝北两路,渝航路一巷,6775,塔楼/板楼/塔板结合,220户,9栋,商品房/集资房,1995-2000年 ,0.5元/平米/月,暂无信息,暂无信息
凯歌一支路,渝北两路,凯歌一支路,5139,板楼/塔板结合,595户,7栋,商品房/私产/集资房,2000-2012年 ,0.45元/平米/月,重庆鑫隆物业有限公司,未知
龙永街28号,渝北两路,龙永街28号,7505,板楼,161户,2栋,商品房/私产,1999-2000年 ,0.4元/平米/月,暂无信息,无开发商
龙盛街,渝北两路,龙盛街,5679,板楼/塔板结合,813户,16栋,商品房,1996-2007年 ,0.2至30元/平米/月,无物业,重庆华都营建有限公司
御临园,渝北两路,双龙湖街道双龙东路108号御临小苑,7003,塔楼,210户,1栋,商品房,2000-2008年 ,1.8元/平米/月,暂无信息,上大阳光
祥和小区,渝北两路,渝湖路137号,5746,板楼,65户,1栋,商品房/私产,2002-2008年 ,暂无信息,暂无信息,暂无信息
双凤支路5号,渝北两路,双凤支路5号,8682,板楼,123户,3栋,商品房,1995-2008年 ,3元/平米/月,暂无信息,重庆市渝北房屋开发公司
文星苑,渝北两路,渝航路206号,6352,板楼/塔板结合/平房,132户,3栋,商品房,1997-2006年 ,1至20元/平米/月,暂无信息,无开发商
龙吉街散排,渝北两路,龙吉街散排,5661,塔楼/板楼,880户,22栋,商品房/经济适用房/私产,1995-2008年 ,0.5至2.63元/平米/月,重庆锦德物业发展有限公司,单位自建
龙庆街,渝北两路,龙庆街,5529,塔楼/板楼,501户,11栋,商品房/私产,1998-2000年 ,0.5至30元/平米/月,重庆旭东物业发展有限公司,重庆市渝北房屋开发公司
龙升支街,渝北两路,龙升支街,4236,塔楼/板楼/塔板结合,621户,5栋,商品房,1990-2008年 ,0.3至30元/平米/月,无物业,无开发商
银海峰景,渝北两路,两路镇双龙湖街道一碗水前街18号,7870,塔楼/板楼,831户,10栋,商品房,2000-2015年 ,1元/平米/月,重庆市银海物业管理有限公司, 重庆汇东房地产开发有限公司
津和苑,渝北两路,渝湖路8号,8136,板楼/塔板结合,202户,6栋,商品房,2000年 ,20元/平米/月,重庆兰华物业管理有限公司,重庆华都营建有限公司
龙发街,渝北两路,龙发街,5726,塔楼/板楼,274户,8栋,商品房/经济适用房/私产,1994-1997年 ,暂无信息,暂无信息,暂无信息
龙平支街,渝北两路,龙平支街,5935,板楼/塔板结合,761户,7栋,商品房/经济适用房,1995-2015年 ,0.22至30元/平米/月,无物业,融创开发商
龙平街3巷,渝北两路,龙平街3巷,5692,板楼/平房,321户,3栋,商品房,1998-2001年 ,0.3元/平米/月,暂无信息,无
翠湖园,渝北两路,翠湖路53号,6502,塔楼,273户,2栋,商品房,1990-2008年 ,0.5至1.8元/平米/月,重庆上宏物业管理公司,上海西上海上食科技发展有限公司
汉渝路,渝北两路,双凤桥街道,5583,塔楼/板楼/塔板结合,2174户,58栋,商品房,1993-2009年 ,0.5至20元/平米/月,暂无信息,重庆华都营建有限公司
金港国际,渝北两路,滨港路197号,9352,塔楼/板楼/塔板结合/平房,1595户,22栋,商品房/私产,2000-2014年 ,1.5元/平米/月,喜地山物业公司,四川省聚丰房地产开发有限责任公司1
丽景天成,渝北两路,两路巴渝民俗文化村大门旁,8341,塔楼/板楼/塔板结合,609户,5栋,商品房,2000-2021年 ,1元/平米/月,重庆晨风物业管理公司,天津圣锦辉投资发展有限公司
翠湖雅居,渝北两路,翠湖路四巷9号,6250,塔楼,56户,1栋,商品房,2000-2008年 ,0.8元/平米/月,重庆聚信物业管理有限公司,邯郸市翠湖房地产开发有限公司
聚兴小区,渝北两路,两路双凤桥街道汉渝路56号,6059,板楼,161户,3栋,商品房/私产,2000-2015年 ,0.3元/平米/月,暂无信息,重庆华都营建有限公司
一碗水前街,渝北两路,一碗水前街,5804,塔板结合,702户,9栋,商品房/集资房,1990-2004年 ,0.5至3元/平米/月,重庆金科物业管理公司,重庆市渝北房屋开发公司
凯歌路,渝北两路,凯歌路,5460,塔楼/板楼/塔板结合/平房,1991户,26栋,商品房/使用权/私产,1999-2008年 ,0.3至20元/平米/月,无物业管理服务, 重庆汇东房地产开发有限公司
一碗水后街,渝北两路,一碗水后街,5999,塔楼/板楼,403户,6栋,商品房/经济适用房/私产,2000-2004年 ,0.5至12元/平米/月,暂无信息,重庆市渝北房屋开发公司
金易人家,渝北两路,汉渝路74号,5040,板楼,282户,4栋,商品房,2002-2009年 ,暂无信息,暂无信息,北京金易房地产开发有限公司
泰和苑,渝北两路,南天湖支路,8964,塔楼,306户,2栋,商品房,2000-2014年 ,1至1.5元/平米/月,重庆泰鸿置业有限公司,信阳市园林实业发展有限责任公司
鼎鹿港湾,渝北两路,凯歌一支路12号,6710,平房,166户,1栋,商品房,1998-2012年 ,1.5元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司
高朋花园,渝北两路,一碗水转盘北侧,8711,板楼,443户,8栋,商品房,1998-2015年 ,0.69至0.7元/平米/月,重庆达祥物业管理有限公司,诸暨祥生祥坤置业有限公司
绣湖港湾,渝北两路,绣湖路108号,5902,塔楼/板楼/塔板结合,340户,5栋,商品房,2000-2006年 ,0.28至0.8元/平米/月,重庆滨锋物业服务有限公司,"""浙江富园房地产开发有限公司"
富丽园,渝北两路,翠湖支路104号,5124,板楼,96户,1栋,商品房,1999-2010年 ,0.5元/平米/月,重庆浩之然物业管理有限公司,北京海德置业有限公司
御临园,渝北两路,双龙湖街道双龙东路108号御临小苑,7003,塔楼,210户,1栋,商品房,2000-2008年 ,1.8元/平米/月,暂无信息,上大阳光
胜利路,渝北两路,胜利路,5929,板楼/塔板结合,720户,31栋,商品房/房改房/经济适用房,1993-2003年 ,0.4至0.5元/平米/月,暂无信息,天津星华府置业有限公司
