名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
华康小区,天河体育中心,体育东路华康小区,66415,塔楼/板楼/塔板结合,739户,27栋,商品房/房改房/使用权/私产,1998-1999年 ,0.6至1.6元/平米/月,广州市金点物业管理有限公司,广州城建房地产开发公司
信成小区,天河体育中心,天河东路信成小区,0,塔楼/塔板结合,410户,14栋,商品房/房改房/私产,1993-2000年 ,0.8至0.9元/平米/月,广州广信物业管理有限公司,广州华侨房屋开发公司
天河直街102-120号宿舍(双号),天河体育中心,天河直街102-120号,72873,塔楼/板楼,95户,7栋,商品房/房改房,暂无信息 ,暂无信息,暂无信息,暂无信息
平安大厦,天河体育中心,体育东路160号,0,未知类型,136户,1栋,商品房,暂无信息 ,26.5元/平米/月,广州市欣建物业管理有限公司,广东地产广州分公司
天河东远洋宿舍,天河体育中心,天河东路173号,70485,塔楼/板楼/塔板结合,558户,10栋,商品房/房改房/动迁安置房/私产,1990-1998年 ,1至1.1元/平米/月,广州远洋物业管理有限公司,无开发商
宏景台,天河体育中心,信成南街21号,94243,塔楼,137户,1栋,商品房,2005年 ,2.5元/平米/月,广州港联长江物业有限公司,广州信城房地产开发有限公司
侨怡苑,天河体育中心,天河北路400号,75058,塔楼/板楼/塔板结合,1231户,38栋,商品房/使用权/私产,1991-2000年 ,0.68至2.2元/平米/月,广州华侨物业管理有限公司,北京金地融侨房地产开发有限公司
天文苑,天河体育中心,体育西路105号,83662,塔楼/塔板结合,588户,4栋,商品房/私产,2000-2009年 ,1.9至3.9元/平米/月,广州市好家园物业管理有限公司,广州中升房地产开发有限公司
天河直街远洋宿舍,天河体育中心,天河直街,53514,塔楼,152户,5栋,商品房,1996年 ,0.5至1元/平米/月,广州远洋物业管理有限公司,单位自建
隆德大厦,天河体育中心,天河路371号,62798,塔楼/塔板结合,924户,3栋,商品房/使用权/私产,2004-2006年 ,1至2.79元/平米/月,广州保利城物业管理有限公司,广州兴雅房地产开发有限公司
金穗大厦,天河体育中心,广州大道北路100号,51178,塔板结合,341户,1栋,商品房/房改房,1997-1998年 ,1.7元/平米/月,广州市金穗物业管理有限公司,广州联华房地产开发公司
东河苑,天河体育中心,广州大道中1166~1206号,52603,塔楼,461户,14栋,商品房/房改房/使用权,1993-2001年 ,0.9至2元/平米/月,东河苑业委会物业管理处,无开发商
省工艺大院,天河体育中心,"天河直街省工艺大院, 天河直街101-109号大院",50995,塔楼/板楼,179户,5栋,商品房/房改房,1993-1994年 ,1至1.1元/平米/月,广州市创悦物业管理有限公司,无开发商
光华大厦,天河体育中心,天河北路88号,54233,塔楼/塔板结合,692户,4栋,商品房/使用权/私产,1992-2001年 ,1.8至1.87元/平米/月,广州华侨物业管理有限公司,广东光华香港房产有限公司
侨苑小区(天河区),天河体育中心,天河北路233号,55849,塔楼/塔板结合,227户,16栋,商品房/房改房,1997-2000年 ,0.5至1.5元/平米/月,广州华侨物业管理有限公司,广州市华侨房屋开发公司
凯德天河新作新园,天河体育中心,天河东路天河新作,104511,塔楼/塔板结合,595户,5栋,商品房/使用权/私产,2003-2007年 ,1.01至4元/平米/月,广州市万宁物业管理有限公司,广州市海溢地产发展有限公司
天俊阁,天河体育中心,体育东路,58005,塔楼/塔板结合,184户,1栋,商品房,2003-2006年 ,3.29至4.5元/平米/月,广州越秀物业发展有限公司,广州城建开发有限公司
华翰大厦,天河体育中心,天河直街30号之一,55755,塔楼,176户,1栋,商品房,1997-2004年 ,1.45元/平米/月,暂无信息,广州市国龙房地产开发有限公司
侨景大厦,天河体育中心,信诚南街15号、17号,72960,塔楼,240户,2栋,商品房/房改房,1995-1998年 ,1.5至1.53元/平米/月,暂无信息,广州市华侨物业发展公司
亿泉尚园,天河体育中心,体育西路,124446,塔楼,348户,5栋,商品房,2010-2012年 ,3至3.1元/平米/月,高力国际物业服务有限公司,广州市亿泉投资置业有限公司
天河路,天河体育中心,天河路,37859,塔楼/板楼,1027户,39栋,商品房/房改房/使用权/军产,1985-2000年 ,0.45至1.5元/平米/月,暂无信息,无开发商
名雅苑,天河体育中心,华阳街103号,65883,塔楼/板楼/塔板结合,1530户,36栋,商品房/私产,1993-2001年 ,0.6至2.5元/平米/月,广州城建开发物业有限公司,广州越秀城市开发有限公司
怡苑,天河体育中心,体育东路华阳街55-79号,85305,塔楼/塔板结合,286户,10栋,商品房/使用权,1994-1997年 ,8至8.1元/平米/月,广州港联长江物业有限公司,香港和记黄埔地产集团东莞分公司
体育西苑,天河体育中心,天河直街146号,75870,塔楼/塔板结合,768户,2栋,商品房,2000-2002年 ,1.95元/平米/月,广州市铭诚物业管理有限公司,广州市名海房地产开发有限公司
海角楼,天河体育中心,天河路93号,49674,塔楼,136户,1栋,商品房/房改房,1999年 ,1.2元/平米/月,暂无信息,单位自建
都市华庭(天河),天河体育中心,天河区天河北路358-378号,72349,塔楼/塔板结合,530户,5栋,商品房/使用权/私产,2000-2003年 ,2.75至2.8元/平米/月,凯莱物业管理（广州）有限公司,广州侨鹏房产开发有限公司
绿庭苑,天河体育中心,天河北街9号,67918,塔楼,72户,1栋,商品房,1998年 ,2.5元/平米/月,广州市越秀物业管理有限公司,广州市城市建设开发总公司
华苑大厦,天河体育中心,天河直街1-87号,52824,塔楼/塔板结合,812户,4栋,商品房/房改房,1994-1998年 ,0.6至1.9元/平米/月,华苑物业管理有限公司,越秀城建地产
华康小区,天河体育中心,体育东路华康小区,66415,塔楼/板楼/塔板结合,739户,27栋,商品房/房改房/使用权/私产,1998-1999年 ,0.6至1.6元/平米/月,广州市金点物业管理有限公司,广州城建房地产开发公司
天河区离退休干部第二休养所,天河体育中心,天河直街,48227,板楼,128户,8栋,商品房/房改房,1990-1997年 ,0.5元/平米/月,暂无信息,广州城建
体育西路天河北街,天河体育中心,体育西路,60178,塔楼,258户,4栋,商品房/房改房/私产,1987-2006年 ,0.3至1元/平米/月,暂无信息,无开发商
信成小区,天河体育中心,天河东路信成小区,0,塔楼/塔板结合,410户,14栋,商品房/房改房/私产,1993-2000年 ,0.8至0.9元/平米/月,广州广信物业管理有限公司,广州华侨房屋开发公司
天河直街102-120号宿舍(双号),天河体育中心,天河直街102-120号,72873,塔楼/板楼,95户,7栋,商品房/房改房,暂无信息 ,暂无信息,暂无信息,暂无信息
平安大厦,天河体育中心,体育东路160号,0,未知类型,136户,1栋,商品房,暂无信息 ,26.5元/平米/月,广州市欣建物业管理有限公司,广东地产广州分公司
宏景台,天河体育中心,信成南街21号,94243,塔楼,137户,1栋,商品房,2005年 ,2.5元/平米/月,广州港联长江物业有限公司,广州信城房地产开发有限公司
侨怡苑,天河体育中心,天河北路400号,75058,塔楼/板楼/塔板结合,1231户,38栋,商品房/使用权/私产,1991-2000年 ,0.68至2.2元/平米/月,广州华侨物业管理有限公司,北京金地融侨房地产开发有限公司
隆德大厦,天河体育中心,天河路371号,62798,塔楼/塔板结合,924户,3栋,商品房/使用权/私产,2004-2006年 ,1至2.79元/平米/月,广州保利城物业管理有限公司,广州兴雅房地产开发有限公司
天河东远洋宿舍,天河体育中心,天河东路173号,70485,塔楼/板楼/塔板结合,558户,10栋,商品房/房改房/动迁安置房/私产,1990-1998年 ,1至1.1元/平米/月,广州远洋物业管理有限公司,无开发商
天河直街远洋宿舍,天河体育中心,天河直街,53514,塔楼,152户,5栋,商品房,1996年 ,0.5至1元/平米/月,广州远洋物业管理有限公司,单位自建
天文苑,天河体育中心,体育西路105号,83662,塔楼/塔板结合,588户,4栋,商品房/私产,2000-2009年 ,1.9至3.9元/平米/月,广州市好家园物业管理有限公司,广州中升房地产开发有限公司
怡侨大厦,天河体育中心,天河北路410号,67373,塔板结合,177户,1栋,商品房,1998年 ,1.5元/平米/月,暂无信息,广州市华侨房屋开发公司
凯德天河新作新园,天河体育中心,天河东路天河新作,104511,塔楼/塔板结合,595户,5栋,商品房/使用权/私产,2003-2007年 ,1.01至4元/平米/月,广州市万宁物业管理有限公司,广州市海溢地产发展有限公司
金穗大厦,天河体育中心,广州大道北路100号,51178,塔板结合,341户,1栋,商品房/房改房,1997-1998年 ,1.7元/平米/月,广州市金穗物业管理有限公司,广州联华房地产开发公司
光华大厦,天河体育中心,天河北路88号,54233,塔楼/塔板结合,692户,4栋,商品房/使用权/私产,1992-2001年 ,1.8至1.87元/平米/月,广州华侨物业管理有限公司,广东光华香港房产有限公司
东河苑,天河体育中心,广州大道中1166~1206号,52603,塔楼,461户,14栋,商品房/房改房/使用权,1993-2001年 ,0.9至2元/平米/月,东河苑业委会物业管理处,无开发商
侨苑小区(天河区),天河体育中心,天河北路233号,55849,塔楼/塔板结合,227户,16栋,商品房/房改房,1997-2000年 ,0.5至1.5元/平米/月,广州华侨物业管理有限公司,广州市华侨房屋开发公司
五山花园,天河五山,茶山路225号,63444,塔楼/板楼,1681户,27栋,商品房/宅基房,1999-2007年 ,1至1.8元/平米/月,广州市番禺区惠民市政物业管理有限公司,广州至佳房地产开发有限公司
茶景园,天河五山,贤韵街10-20号,51917,塔楼,320户,6栋,商品房/房改房,1995-2000年 ,1至1.8元/平米/月,广州市港联长江物业管理有限公司天河茶景苑分公司,广州市茶景苑有限公司
翠华苑,天河五山,茶山区483号,64089,塔楼/板楼,171户,8栋,商品房/使用权,1993-2000年 ,0.8元/平米/月,广州市碧桂园物业管理有限公司,无开发商
水务局三防办,天河五山,瘦狗岭路,35544,塔楼,144户,2栋,商品房/房改房/私产,1995-2000年 ,0.4元/平米/月,暂无信息,无开发商
钢铁研究所,天河五山,金慧街,65414,塔楼/板楼,123户,6栋,商品房/房改房/使用权/私产,1985-1999年 ,0.5至0.8元/平米/月,暂无信息,保利华南实业有限公司
省地震局宿舍,天河五山,"五山路, 贤韵街11号-贤韵街13号",63319,塔楼/板楼,56户,3栋,商品房/房改房,1990-1994年 ,0.8元/平米/月,单位代管物业,广东省城建
五山税务局宿舍,天河五山,茶山路税务局宿舍,67240,板楼,57户,1栋,商品房/房改房,1996-2000年 ,1.7元/平米/月,华海后勤服务集团有限公司广州分公司,广东碧桂园物业服务股份有限公司洛阳分公司1
消防局宿舍,天河五山,瘦狗岭路消防局宿舍,44156,塔楼/板楼,145户,6栋,商品房/房改房,1993-2002年 ,0.8元/平米/月,新东升物业管理有限公司,消防局
广之旅大厦,天河五山,广园东路广之旅大厦,35447,塔楼,204户,1栋,商品房/经济适用房,1996-2005年 ,2.45元/平米/月,单位代管物业,广州市金安房地产开发有限公司
广东省冶金建筑安装有限公司,天河五山,金慧街82号,77442,塔楼,247户,2栋,商品房/房改房,1992-1996年 ,0.5至1元/平米/月,暂无信息,四川省聚丰房地产开发有限责任公司1
岳洲路,天河五山,岳洲路8号,45349,塔楼/板楼/塔板结合,542户,15栋,商品房/房改房,1985-2001年 ,1至1.5元/平米/月,暂无信息,无开发商
省农科院西区,天河五山,茶山路,58080,塔楼/板楼,762户,32栋,商品房/房改房,1986-2000年 ,0.65元/平米/月,单位代管物业,无开发商
华南理工大学宿舍西二区,天河五山,五山路,49006,塔楼/板楼,526户,22栋,商品房/房改房,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南理工大学宿舍南新村,天河五山,五山路,52433,塔楼/板楼,328户,16栋,商品房/房改房,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,碧桂园
华南理工大学东住宅区,天河五山,五山路381号,73030,塔楼/板楼,1117户,96栋,商品房/房改房/使用权,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,太原市万嘉恒升房地产商务有限公司
华南农业大学宿舍嵩山区,天河五山,五山路,76207,塔楼/板楼,1709户,65栋,商品房/房改房/私产,1985-2000年 ,0.5至1元/平米/月,华海后勤服务集团有限公司广州分公司,华南房地产发展公司
华南理工大学宿舍紫荆苑,天河五山,五山路,67408,塔楼/板楼,128户,4栋,商品房/房改房,2000-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南理工大学宿舍红棉苑,天河五山,五山路,73409,塔楼/板楼,224户,7栋,商品房/房改房,1997-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,碧桂园
华南理工大学宿舍凤凰新村,天河五山,五山路,56660,塔楼/板楼,549户,32栋,商品房/房改房/使用权,1980-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南农业大学宿舍六一区,天河五山,五山路,69116,塔楼/板楼,784户,35栋,商品房/房改房,1985-1998年 ,0.5至1元/平米/月,华海后勤服务集团有限公司广州分公司,华南房地产发展公司
华南理工大学宿舍东秀村,天河五山,五山路,69651,塔楼,168户,5栋,商品房/房改房,1995-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
省农科院中区,天河五山,金颖路38号,51906,塔楼/板楼,600户,42栋,商品房/房改房,1985-2000年 ,0.65元/平米/月,深圳市新东升物业管理有限公司广州分公司,无开发商
广东省新闻出版局宿舍,天河五山,"长福路广东省新闻出版局宿舍, 长福路184-192号",45707,塔楼,180户,5栋,商品房/房改房,1987-1999年 ,暂无信息,暂无信息,广东碧桂园物业服务股份有限公司洛阳分公司1
半山翠庭,天河五山,贤韵街17-45号,52513,塔楼/板楼/塔板结合,266户,14栋,商品房/房改房,1999-2001年 ,1至1.2元/平米/月,无物业管理服务,无开发商
长福路,天河五山,长福路,36798,塔楼/板楼,158户,3栋,商品房/房改房,1997-2001年 ,1元/平米/月,暂无信息,潍坊长福置业有限公司
华南理工大学宿舍西秀村,天河五山,五山路,70749,塔楼/板楼,528户,14栋,商品房/房改房,1995-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
广东建材学校宿舍,天河五山,长福路167号,41014,塔楼,40户,2栋,商品房,1997年 ,暂无信息,暂无信息,广东碧桂园物业服务股份有限公司洛阳分公司1
华南理工大学宿舍北区,天河五山,五山路,63804,塔楼/板楼,950户,12栋,商品房/房改房,1988-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
省农科院东区,天河五山,金颖东二街省农科院东区,56024,塔楼/板楼,289户,37栋,商品房/房改房,1985-2000年 ,0.65元/平米/月,暂无信息,无开发商
广州气象卫星地面站,天河五山,东莞庄280号,48968,未知类型,30户,3栋,商品房/房改房,1990年 ,暂无信息,暂无信息,暂无信息
钢铁研究所,天河五山,金慧街,65414,塔楼/板楼,123户,6栋,商品房/房改房/使用权/私产,1985-1999年 ,0.5至0.8元/平米/月,暂无信息,保利华南实业有限公司
消防局宿舍,天河五山,瘦狗岭路消防局宿舍,44156,塔楼/板楼,145户,6栋,商品房/房改房,1993-2002年 ,0.8元/平米/月,新东升物业管理有限公司,消防局
省地震局宿舍,天河五山,"五山路, 贤韵街11号-贤韵街13号",63319,塔楼/板楼,56户,3栋,商品房/房改房,1990-1994年 ,0.8元/平米/月,单位代管物业,广东省城建
五山税务局宿舍,天河五山,茶山路税务局宿舍,67240,板楼,57户,1栋,商品房/房改房,1996-2000年 ,1.7元/平米/月,华海后勤服务集团有限公司广州分公司,广东碧桂园物业服务股份有限公司洛阳分公司1
五山花园,天河五山,茶山路225号,63444,塔楼/板楼,1681户,27栋,商品房/宅基房,1999-2007年 ,1至1.8元/平米/月,广州市番禺区惠民市政物业管理有限公司,广州至佳房地产开发有限公司
茶景园,天河五山,贤韵街10-20号,51917,塔楼,320户,6栋,商品房/房改房,1995-2000年 ,1至1.8元/平米/月,广州市港联长江物业管理有限公司天河茶景苑分公司,广州市茶景苑有限公司
水务局三防办,天河五山,瘦狗岭路,35544,塔楼,144户,2栋,商品房/房改房/私产,1995-2000年 ,0.4元/平米/月,暂无信息,无开发商
翠华苑,天河五山,茶山区483号,64089,塔楼/板楼,171户,8栋,商品房/使用权,1993-2000年 ,0.8元/平米/月,广州市碧桂园物业管理有限公司,无开发商
广之旅大厦,天河五山,广园东路广之旅大厦,35447,塔楼,204户,1栋,商品房/经济适用房,1996-2005年 ,2.45元/平米/月,单位代管物业,广州市金安房地产开发有限公司
广东省冶金建筑安装有限公司,天河五山,金慧街82号,77442,塔楼,247户,2栋,商品房/房改房,1992-1996年 ,0.5至1元/平米/月,暂无信息,四川省聚丰房地产开发有限责任公司1
岳洲路,天河五山,岳洲路8号,45349,塔楼/板楼/塔板结合,542户,15栋,商品房/房改房,1985-2001年 ,1至1.5元/平米/月,暂无信息,无开发商
广东省新闻出版局宿舍,天河五山,"长福路广东省新闻出版局宿舍, 长福路184-192号",45707,塔楼,180户,5栋,商品房/房改房,1987-1999年 ,暂无信息,暂无信息,广东碧桂园物业服务股份有限公司洛阳分公司1
省农科院中区,天河五山,金颖路38号,51906,塔楼/板楼,600户,42栋,商品房/房改房,1985-2000年 ,0.65元/平米/月,深圳市新东升物业管理有限公司广州分公司,无开发商
半山翠庭,天河五山,贤韵街17-45号,52513,塔楼/板楼/塔板结合,266户,14栋,商品房/房改房,1999-2001年 ,1至1.2元/平米/月,无物业管理服务,无开发商
长福路,天河五山,长福路,36798,塔楼/板楼,158户,3栋,商品房/房改房,1997-2001年 ,1元/平米/月,暂无信息,潍坊长福置业有限公司
广东建材学校宿舍,天河五山,长福路167号,41014,塔楼,40户,2栋,商品房,1997年 ,暂无信息,暂无信息,广东碧桂园物业服务股份有限公司洛阳分公司1
华南理工大学宿舍北区,天河五山,五山路,63804,塔楼/板楼,950户,12栋,商品房/房改房,1988-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南理工大学宿舍西秀村,天河五山,五山路,70749,塔楼/板楼,528户,14栋,商品房/房改房,1995-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
省农科院东区,天河五山,金颖东二街省农科院东区,56024,塔楼/板楼,289户,37栋,商品房/房改房,1985-2000年 ,0.65元/平米/月,暂无信息,无开发商
省农科院西区,天河五山,茶山路,58080,塔楼/板楼,762户,32栋,商品房/房改房,1986-2000年 ,0.65元/平米/月,单位代管物业,无开发商
华南理工大学宿舍西二区,天河五山,五山路,49006,塔楼/板楼,526户,22栋,商品房/房改房,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南理工大学宿舍南新村,天河五山,五山路,52433,塔楼/板楼,328户,16栋,商品房/房改房,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,碧桂园
华南理工大学东住宅区,天河五山,五山路381号,73030,塔楼/板楼,1117户,96栋,商品房/房改房/使用权,1985-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,太原市万嘉恒升房地产商务有限公司
华南农业大学宿舍嵩山区,天河五山,五山路,76207,塔楼/板楼,1709户,65栋,商品房/房改房/私产,1985-2000年 ,0.5至1元/平米/月,华海后勤服务集团有限公司广州分公司,华南房地产发展公司
华南理工大学宿舍紫荆苑,天河五山,五山路,67408,塔楼/板楼,128户,4栋,商品房/房改房,2000-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南理工大学宿舍红棉苑,天河五山,五山路,73409,塔楼/板楼,224户,7栋,商品房/房改房,1997-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,碧桂园
华南理工大学宿舍凤凰新村,天河五山,五山路,56660,塔楼/板楼,549户,32栋,商品房/房改房/使用权,1980-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
华南农业大学宿舍六一区,天河五山,五山路,69116,塔楼/板楼,784户,35栋,商品房/房改房,1985-1998年 ,0.5至1元/平米/月,华海后勤服务集团有限公司广州分公司,华南房地产发展公司
华南理工大学宿舍东秀村,天河五山,五山路,69651,塔楼,168户,5栋,商品房/房改房,1995-2003年 ,0.5至0.6元/平米/月,新东升物业管理有限公司,华南理工大学
粤汉路,天河五山,粤汉路,48002,板楼,116户,3栋,商品房/房改房/使用权,1988-1999年 ,0.8元/平米/月,暂无信息,华南理工大学
明华轩,越秀五羊新城,寺右一马路22号,75366,塔楼,180户,1栋,商品房,2000-2002年 ,1.5元/平米/月,南亚房地产物业有限公司,广州南亚房地产开发有限公司
东悦居,越秀五羊新城,寺右新马路北二街28号,74752,塔楼/板楼,158户,4栋,商品房/私产,1999-2000年 ,0.7至1.9元/平米/月,广州东华物业管理有限公司,广州市东华实业股份有限公司
冠城大厦,越秀五羊新城,寺右二马路25-27号,53246,塔楼,604户,4栋,商品房/房改房/使用权,1997-1999年 ,1.2元/平米/月,广东公诚物业管理有限公司,广州冠城房地产开发有限公司
广信美景大厦,越秀五羊新城,寺右新马路83号,52280,塔楼,193户,1栋,商品房/私产,1993年 ,1.5元/平米/月,广州广信物业管理有限公司,广州市东华实业有限公司
佳地华苑大厦,越秀五羊新城,寺右新马路佳地华苑大厦,56421,塔楼,173户,1栋,商品房,1995年 ,1.9元/平米/月,广州佳地物业管理有限公司,佳地房地产开发有限公司
华逸锦轩,越秀五羊新城,东泰路30号,72354,塔楼/塔板结合,406户,2栋,商品房/使用权,2004-2006年 ,1.8至15元/平米/月,南北行物业管理有限公司,广州源华房地产开发有限公司
广信豪景大厦,越秀五羊新城,"寺右新马路126号,寺右新马路124号,寺右新马路128号,寺右新马路130号",67145,塔楼,195户,1栋,商品房,1995年 ,1.8元/平米/月,广州市美好年华物业管理有限公司,广州市信托有限公司
金山阁,越秀五羊新城,文化里11号之二,63939,塔楼,262户,1栋,商品房/房改房/使用权/私产,2000年 ,1.8元/平米/月,广东珠江物业管理有限公司,广州珠江实业开发股份有限公司
广信华景大厦,越秀五羊新城,广州大道中229号,65686,塔楼,172户,1栋,商品房/房改房,1995年 ,1.5元/平米/月,广州东华物业管理有限公司,东华实业开发有限公司
鸿业大厦,越秀五羊新城,东兴南路67号,61638,塔楼,288户,2栋,商品房/经济适用房,2000年 ,1.5元/平米/月,广州东华物业管理有限公司,广州市金庭房地产开发有限公司
东海嘉园,越秀五羊新城,东兴北路102号,89147,塔楼/塔板结合,960户,6栋,商品房,2002-2016年 ,2.8至15元/平米/月,南北行物业管理有限公司,广州市嘉达实业有限公司
五羊华轩,越秀五羊新城,"东泰路36号, 东泰路38号",71732,塔楼,440户,2栋,商品房/私产,2002-2004年 ,1.8元/平米/月,广东天力物业管理有限公司,广州银宇房地产开发有限公司
广信汇景大厦,越秀五羊新城,"寺右新马路132-134号, 寺右新马路132-136号",56614,塔楼,209户,1栋,商品房/使用权/私产,1993-2017年 ,1.7元/平米/月,广东容大物业管理有限公司,广州市信托投资有限公司
市水电设计工程公司宿舍,越秀五羊新城,寺右南路市水电设计工程公司宿舍,52373,塔楼/板楼,128户,5栋,商品房,1989年 ,1.8元/平米/月,广州东华物业管理有限公司,无开发商
碧水明筑,越秀五羊新城,东泰路,75403,塔楼,76户,1栋,商品房,2005年 ,1.6元/平米/月,广州市三原物业管理有限公司,广州源华房地产开发有限公司
寺右二马路,越秀五羊新城,寺右二马路,51666,塔楼/板楼,579户,20栋,商品房/房改房/私产,1989-1998年 ,0.8元/平米/月,暂无信息,无开发商
寺右一马路,越秀五羊新城,寺右一马路,50724,塔楼/板楼,475户,16栋,商品房/房改房,-1-1996年 ,0.6元/平米/月,无物业管理服务,无开发商
深华大厦,越秀五羊新城,寺右新马路深华大厦,56304,塔楼,176户,1栋,商品房/房改房/使用权/私产,1993年 ,1.5至1.8元/平米/月,广州佳地物业管理有限公司,东华实业集团
金帼大厦,越秀五羊新城,明月一路金帼大厦,67838,塔楼,152户,1栋,商品房/房改房,1999年 ,1.2元/平米/月,广州东华物业管理有限公司,广州金城房地产股份有限公司
广信怡景大厦,越秀五羊新城,广州大道中广信怡景大厦,41431,塔楼,208户,1栋,商品房,1993-1995年 ,1.8元/平米/月,广州市东华物业有限公司,广州市信托投资有限公司
广信晖景大厦,越秀五羊新城,广州大道中广信晖景大厦,53648,塔楼,190户,1栋,商品房/私产,1995年 ,1.45元/平米/月,广州市东华物业有限公司,广信集团有限公司
东兴南路,越秀五羊新城,东兴南路,58776,塔楼/板楼,243户,10栋,商品房,1988-1994年 ,0.8元/平米/月,暂无信息,无开发商
广信鸿景大厦,越秀五羊新城,广州大道中广信鸿景大厦,56980,塔楼,178户,1栋,商品房,1995年 ,1.8元/平米/月,广州市东华物业有限公司,广州市东华实业股份有限公司
凯旋会,越秀五羊新城,明月一路凯旋会,146676,塔楼/板楼,260户,5栋,商品房,2004年 ,4.8至15元/平米/月,广州市景兴物业管理有限公司,广州凯旋房地产发展有限公司
粤康阁,越秀五羊新城,广州大道中粤康阁,55394,塔楼,173户,1栋,商品房/使用权/私产,1993年 ,1.5元/平米/月,广州东华物业管理有限公司,粤海集团
广信丽景大厦,越秀五羊新城,广州大道中路广信丽景大厦,59808,塔楼,376户,1栋,商品房,1993年 ,1.8元/平米/月,广州东华物业管理有限公司,广信集团房地产有限公司
中冠大厦,越秀五羊新城,明月路,46554,塔楼,179户,10栋,商品房/房改房,1995-1997年 ,0.85元/平米/月,广州市东华物业有限公司,无开发商
海运小区,越秀五羊新城,明月一路海运小区,62227,塔楼,490户,2栋,商品房/房改房,1996年 ,1.2元/平米/月,广州市东华物业有限公司,广州海运(集团)有限公司
省政协宿舍,越秀五羊新城,明月二路,67723,塔楼,128户,7栋,商品房,1989-1993年 ,0.6元/平米/月,暂无信息,物业和度娘都不知道开发商名称
兴城大厦,越秀五羊新城,寺右新马路25号大院1号,102709,塔楼,210户,1栋,商品房/房改房,2002-2004年 ,1.8元/平米/月,广州东华物业管理有限公司,广东长城建设集团有限公司
市水电设计工程公司宿舍,越秀五羊新城,寺右南路市水电设计工程公司宿舍,52373,塔楼/板楼,128户,5栋,商品房,1989年 ,1.8元/平米/月,广州东华物业管理有限公司,无开发商
碧水明筑,越秀五羊新城,东泰路,75403,塔楼,76户,1栋,商品房,2005年 ,1.6元/平米/月,广州市三原物业管理有限公司,广州源华房地产开发有限公司
海运小区,越秀五羊新城,明月一路海运小区,62227,塔楼,490户,2栋,商品房/房改房,1996年 ,1.2元/平米/月,广州市东华物业有限公司,广州海运(集团)有限公司
中冠大厦,越秀五羊新城,明月路,46554,塔楼,179户,10栋,商品房/房改房,1995-1997年 ,0.85元/平米/月,广州市东华物业有限公司,无开发商
金帼大厦,越秀五羊新城,明月一路金帼大厦,67838,塔楼,152户,1栋,商品房/房改房,1999年 ,1.2元/平米/月,广州东华物业管理有限公司,广州金城房地产股份有限公司
广信怡景大厦,越秀五羊新城,广州大道中广信怡景大厦,41431,塔楼,208户,1栋,商品房,1993-1995年 ,1.8元/平米/月,广州市东华物业有限公司,广州市信托投资有限公司
广信晖景大厦,越秀五羊新城,广州大道中广信晖景大厦,53648,塔楼,190户,1栋,商品房/私产,1995年 ,1.45元/平米/月,广州市东华物业有限公司,广信集团有限公司
东兴南路,越秀五羊新城,东兴南路,58776,塔楼/板楼,243户,10栋,商品房,1988-1994年 ,0.8元/平米/月,暂无信息,无开发商
广信鸿景大厦,越秀五羊新城,广州大道中广信鸿景大厦,56980,塔楼,178户,1栋,商品房,1995年 ,1.8元/平米/月,广州市东华物业有限公司,广州市东华实业股份有限公司
凯旋会,越秀五羊新城,明月一路凯旋会,146676,塔楼/板楼,260户,5栋,商品房,2004年 ,4.8至15元/平米/月,广州市景兴物业管理有限公司,广州凯旋房地产发展有限公司
粤康阁,越秀五羊新城,广州大道中粤康阁,55394,塔楼,173户,1栋,商品房/使用权/私产,1993年 ,1.5元/平米/月,广州东华物业管理有限公司,粤海集团
广信丽景大厦,越秀五羊新城,广州大道中路广信丽景大厦,59808,塔楼,376户,1栋,商品房,1993年 ,1.8元/平米/月,广州东华物业管理有限公司,广信集团房地产有限公司
寺右二马路,越秀五羊新城,寺右二马路,51666,塔楼/板楼,579户,20栋,商品房/房改房/私产,1989-1998年 ,0.8元/平米/月,暂无信息,无开发商
