名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
美的宝龙城,高新区唐家湾镇,新湾六路美的宝龙城,28616,未知类型,600户,5栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
华发悦谷,高新区唐家湾镇,北城东四路288号,22048,未知类型,738户,5栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
雅居乐国际花园三期,高新区唐家湾镇,兴中路雅居乐国际花园三期,24999,未知类型,411户,5栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
万科第五园,高新区唐家湾镇,兴南路万科第五园,26037,板楼,517户,5栋,商品房,暂无信息,暂无信息,珠海市万科物业管理有限公司 ,暂无信息
天地源上唐府,高新区唐家湾镇,金业北路天地源上唐府,26157,板楼,976户,5栋,商品房,暂无信息,3元/平米/月,深圳天地源物业有限公司珠海分公司,暂无信息
仁恒河滨花园,高新区唐家湾镇,北城西一路21号,27095,塔板结合,440户,4栋,商品房,暂无信息,2.9元/平米/月,暂无信息,暂无信息
天恒湾景,高新区唐家湾镇,半岛六路63号,38852,板楼,328户,7栋,商品房,暂无信息,3元/平米/月,雅居乐物业管理服务有限公司,暂无信息
首开龙湖天钜三期,高新区唐家湾镇,兴中路首开龙湖天钜三期,22813,塔板结合,512户,6栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
格力海岸6期,高新区唐家湾镇,云海路格力海岸6期,31756,塔楼/塔板结合,1678户,8栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
翠湖香山桃花源,高新区唐家湾镇,翠湖香山桃花源87栋107,46813,未知类型,30户,9栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
翠湖香山玫瑰苑,高新区唐家湾镇,金凤路翠湖香山玫瑰苑,53933,塔楼/板楼/平房,194户,103栋,商品房/房改房,暂无信息,5.5至8.5元/平米/月,暂无信息,暂无信息
唐家商业城,高新区唐家湾镇,港湾大道唐家商业城,16529,未知类型,41户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
金奥园,高新区唐家湾镇,金峰西路9号,10000,板楼,894户,5栋,商品房/经济适用房,暂无信息,1.4至1.5元/平米/月,暂无信息,暂无信息
金发苑(香洲区),高新区唐家湾镇,拱星路金发苑,0,板楼,548户,8栋,商品房/房改房/经济适用房/使用权,暂无信息,1至1.4元/平米/月,暂无信息,暂无信息
银海雅苑,高新区唐家湾镇,泉星路82号,0,板楼,513户,6栋,商品房/房改房/限价商品房/使用权/校产/回迁房,暂无信息,0.6至1元/平米/月,暂无信息,暂无信息
倚海苑,高新区唐家湾镇,大学路3号,0,板楼,352户,3栋,商品房/校产,暂无信息,1至1.1元/平米/月,自主物业,珠海市怡海物业管理有限公司
工大集团龙珠花园,高新区唐家湾镇,泉星路89号,0,板楼,97户,7栋,商品房,暂无信息,0.6元/平米/月,暂无信息,暂无信息
清华科技园,高新区唐家湾镇,大学路101号,0,塔板结合,75户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
港湾综合楼,高新区唐家湾镇,唐乐路港湾综合楼,0,未知类型,70户,5栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
银坑道班宿舍,高新区唐家湾镇,珠海市香洲区港湾大道银坑道班宿舍,0,未知类型,8户,1栋,房改房,暂无信息,3元/平米/月,暂无信息,暂无信息
珠湾会,高新区唐家湾镇,香洲区唐家湾镇山房路279号,0,未知类型,1户,1栋,私产,暂无信息,暂无信息,暂无信息,暂无信息
唐家镇政府宿舍大院,高新区唐家湾镇,前环路19号,0,塔板结合,3户,1栋,商品房,暂无信息,1.2元/平米/月,暂无信息,暂无信息
干职楼,高新区唐家湾镇,圣皇头街干职楼,0,未知类型,39户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
保利国际广场,横琴区横琴,港澳大道保利国际广场,18400,塔楼,2225户,4栋,商品房/私产,暂无信息,2.7至5元/平米/月,保利物业发展股份有限公司珠海分公司,珠海横琴保利利和投资有限公司
紫檀文化中心,横琴区横琴,"横琴大道北侧、文艺五道东侧、彩虹路南侧、艺文三道西侧, 仁山路99号",21429,塔楼,408户,1栋,商品房/公租房,暂无信息,4.7元/平米/月,暂无信息,珠海横琴富华文博园实业有限公司
灏怡天揽,横琴区横琴,口岸西南侧，横琴新区环岛东路与安临路交汇处,53483,塔楼,2961户,2栋,商品房,暂无信息,3至4.9元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,珠海横琴灏怡房地产开发有限公司
湾区一号,横琴区横琴,横琴十字门商务区，富邦道东侧、兴盛五路南侧、富国道西侧、兴盛三路北侧,43941,板楼,1269户,2栋,商品房,暂无信息,3至4.9元/平米/月,金地物业,珠海民商互联网金融大厦开发有限公司
梧桐树,横琴区横琴,琴海东路501号,0,塔楼/平房,527户,1栋,商品房/使用权,暂无信息,10至29元/平米/月,深圳历思联行物业管理有限公司,珠海横琴国开投资有限公司
华融琴海湾,横琴区横琴,濠江路8号,49088,塔楼/板楼/塔板结合,1910户,38栋,商品房/房改房/使用权/私产,暂无信息,0.3至5.8元/平米/月,金地物业,暂无信息
横琴新家园,横琴区横琴,彩虹路2号,43215,塔楼/塔板结合,1209户,9栋,商品房,暂无信息,1至2.5元/平米/月,珠海市康业物业管理有限公司,上海华融置业有限公司
富力中心,横琴区横琴,兴盛一路128号,0,塔楼,1135户,1栋,商品房/使用权,暂无信息,20元/平米/月,富力物业集团珠海分公司,富力地产
铁建大厦,横琴区横琴,汇通三路280号,46645,塔楼,984户,2栋,商品房,暂无信息,3至6元/平米/月,珠海葆力物业管理有限公司,珠海铁建大厦置业有限公司
三一南方总部大厦,横琴区横琴,横琴金融产业服务基地6号馆(华润银行旁,45706,塔楼,1952户,2栋,商品房/私产,暂无信息,2.98至3元/平米/月,金地物业,珠海中铁诺德投资有限公司
中海名钻花园,横琴区横琴,濠江路688号,49016,塔楼/板楼/塔板结合,1285户,13栋,商品房/使用权/私产,暂无信息,4.2元/平米/月,中海物业管理有限公司珠海分公司,中海地产
华发首府花园一期,横琴区横琴,港澳大道华发首府花园一期,48330,塔楼/塔板结合,1458户,14栋,商品房,暂无信息,3至4.8元/平米/月,珠海市华发物业管理服务有限公司,暂无信息
华发广场悦琴湾,横琴区横琴,都会道华发广场悦琴湾,49803,塔楼,896户,6栋,商品房,暂无信息,3元/平米/月,珠海华发物业管理服务有限公司,珠海市华发股份有限公司
红旗村东江花园,横琴区横琴,德政街红旗村东江花园,29318,板楼,184户,11栋,商品房/私产,暂无信息,0.6元/平米/月,无物业管理服务,曲靖盛世锦华房地产开发集团有限公司
横琴国贸大厦,横琴区横琴,祥澳路108号,27588,塔楼,562户,1栋,商品房,暂无信息,15元/平米/月,珠海中珠物业管理服务有限公司, 广州吉高展览策划有限公司
横琴总部大厦,横琴区横琴,港澳大道88号,33623,塔楼,380户,2栋,商品房,暂无信息,25元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,暂无信息
中交汇通横琴广场,横琴区横琴,珠海市横琴新区十字门达大道东侧、汇通三路南侧、容港道西侧、汇通二路北侧,45459,塔楼,2087户,4栋,商品房,暂无信息,3至4.52元/平米/月,珠海力高物业代理有限公司,中交南方投资发展有限公司
荔枝湾花园（北区）,横琴区横琴,港澳大道K2荔枝湾,50820,塔板结合,2038户,17栋,商品房,暂无信息,3至4.7元/平米/月,北京石榴物业服务有限公司,暂无信息
宝中路38号,横琴区横琴,海河街宝兴路38号,30991,板楼,14户,1栋,商品房,暂无信息,0.8元/平米/月,暂无信息,陕西金叶万润置业有限公司
璞醍海,横琴区横琴,珠海市横琴新区琴海东路东侧、联澳路南侧、契辛峡西侧,0,塔楼,700户,2栋,商品房,暂无信息,9元/平米/月,珠海市城市物业管理有限公司,珠海横琴美琴置业有限公司
中冶逸璟公馆（一期）,横琴区横琴,环岛北路中冶逸璟公馆,55816,塔楼/塔板结合,558户,14栋,商品房,暂无信息,5.5元/平米/月,中冶置业集团物业服务有限公司珠海分公司,暂无信息
华策国际大厦,横琴区横琴,横琴新区联澳路8号，都会道328-388,0,塔楼,1119户,2栋,商品房,暂无信息,20元/平米/月,暂无信息,珠海横琴华策投资控股有限公司
银河街,横琴区横琴,银河街10号,24515,塔楼,1户,1栋,商品房,暂无信息,暂无信息,无物业管理服务,暂无信息
华发广场悦海湾,横琴区横琴,琴海东路华发广场悦海湾,56153,塔楼,848户,5栋,商品房,暂无信息,3元/平米/月,珠海华发物业管理服务有限公司,暂无信息
横琴金融传媒中心,横琴区横琴,荣粤道横琴金融传媒中心,45815,塔楼/塔板结合,934户,3栋,商品房,暂无信息,3.5至5元/平米/月,珠海魏理仕物业管理有限公司,暂无信息
横琴万象世界,横琴区横琴,珠海市横琴新区横琴大道与开新二道交汇处,30881,塔板结合,5006户,10栋,商品房/使用权,暂无信息,6.9至7元/平米/月,暂无信息,横琴万象世界发展有限公司
德国城,横琴区横琴,港澳大道德国城,0,塔楼,819户,2栋,商品房,暂无信息,6.8元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,暂无信息
龙光·玖龙玺,横琴区横琴,琴德路66号,58201,塔楼/板楼/塔板结合,1118户,12栋,商品房/使用权,暂无信息,3至4.98元/平米/月,广东龙光集团物业管理有限公司珠海分公司,龙光地产控股有限公司
中冶盛世国际广场,横琴区横琴,珠海市港澳大道151号，口岸北路72号，福临道258号,47383,塔楼/塔板结合,2778户,2栋,商品房,暂无信息,4.5至4.51元/平米/月,中冶置业集团物业服务有限公司珠海分公司,中冶国际投资发展有限公司
银河街28号,横琴区横琴,珠海市横琴新区横琴镇银河街28号1单元202房,29138,平房,15户,1栋,商品房/经济适用房/使用权/回迁房,暂无信息,暂无信息,大横琴物业,暂无信息
灏怡天揽,横琴区横琴,口岸西南侧，横琴新区环岛东路与安临路交汇处,53483,塔楼,2961户,2栋,商品房,暂无信息,3至4.9元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,珠海横琴灏怡房地产开发有限公司
紫檀文化中心,横琴区横琴,"横琴大道北侧、文艺五道东侧、彩虹路南侧、艺文三道西侧, 仁山路99号",21429,塔楼,408户,1栋,商品房/公租房,暂无信息,4.7元/平米/月,暂无信息,珠海横琴富华文博园实业有限公司
湾区一号,横琴区横琴,横琴十字门商务区，富邦道东侧、兴盛五路南侧、富国道西侧、兴盛三路北侧,43941,板楼,1269户,2栋,商品房,暂无信息,3至4.9元/平米/月,金地物业,珠海民商互联网金融大厦开发有限公司
横琴新家园,横琴区横琴,彩虹路2号,43215,塔楼/塔板结合,1209户,9栋,商品房,暂无信息,1至2.5元/平米/月,珠海市康业物业管理有限公司,上海华融置业有限公司
中海名钻花园,横琴区横琴,濠江路688号,49016,塔楼/板楼/塔板结合,1285户,13栋,商品房/使用权/私产,暂无信息,4.2元/平米/月,中海物业管理有限公司珠海分公司,中海地产
铁建大厦,横琴区横琴,汇通三路280号,46645,塔楼,984户,2栋,商品房,暂无信息,3至6元/平米/月,珠海葆力物业管理有限公司,珠海铁建大厦置业有限公司
华融琴海湾,横琴区横琴,濠江路8号,49088,塔楼/板楼/塔板结合,1910户,38栋,商品房/房改房/使用权/私产,暂无信息,0.3至5.8元/平米/月,金地物业,暂无信息
红旗村东江花园,横琴区横琴,德政街红旗村东江花园,29318,板楼,184户,11栋,商品房/私产,暂无信息,0.6元/平米/月,无物业管理服务,曲靖盛世锦华房地产开发集团有限公司
横琴总部大厦,横琴区横琴,港澳大道88号,33623,塔楼,380户,2栋,商品房,暂无信息,25元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,暂无信息
横琴国贸大厦,横琴区横琴,祥澳路108号,27588,塔楼,562户,1栋,商品房,暂无信息,15元/平米/月,珠海中珠物业管理服务有限公司, 广州吉高展览策划有限公司
荔枝湾花园（北区）,横琴区横琴,港澳大道K2荔枝湾,50820,塔板结合,2038户,17栋,商品房,暂无信息,3至4.7元/平米/月,北京石榴物业服务有限公司,暂无信息
华发首府花园一期,横琴区横琴,港澳大道华发首府花园一期,48330,塔楼/塔板结合,1458户,14栋,商品房,暂无信息,3至4.8元/平米/月,珠海市华发物业管理服务有限公司,暂无信息
华发广场悦琴湾,横琴区横琴,都会道华发广场悦琴湾,49803,塔楼,896户,6栋,商品房,暂无信息,3元/平米/月,珠海华发物业管理服务有限公司,珠海市华发股份有限公司
荔枝湾花园(南区),横琴区横琴,港澳大道K2荔枝湾南区,52463,塔楼/塔板结合,1580户,15栋,商品房/房改房/经济适用房/使用权,暂无信息,3至4.7元/平米/月,暂无信息,广州市芳村新荔枝湾实业发展有限公司
三一南方总部大厦,横琴区横琴,横琴金融产业服务基地6号馆(华润银行旁,45706,塔楼,1952户,2栋,商品房/私产,暂无信息,2.98至3元/平米/月,金地物业,珠海中铁诺德投资有限公司
中交汇通横琴广场,横琴区横琴,珠海市横琴新区十字门达大道东侧、汇通三路南侧、容港道西侧、汇通二路北侧,45459,塔楼,2087户,4栋,商品房,暂无信息,3至4.52元/平米/月,珠海力高物业代理有限公司,中交南方投资发展有限公司
石山村,横琴区横琴,横琴大道石山村,27770,板楼,64户,5栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
华发悦府,横琴区横琴,琴政路589号,51931,塔楼/塔板结合,1333户,16栋,商品房,暂无信息,3至4.8元/平米/月,珠海华发物业管理有限公司,华发地产
盈福楼,横琴区横琴,宝兴路25号,32962,板楼,57户,3栋,商品房/私产,暂无信息,暂无信息,无物业管理服务,暂无信息
宝中路38号,横琴区横琴,海河街宝兴路38号,30991,板楼,14户,1栋,商品房,暂无信息,0.8元/平米/月,暂无信息,陕西金叶万润置业有限公司
璞醍海,横琴区横琴,珠海市横琴新区琴海东路东侧、联澳路南侧、契辛峡西侧,0,塔楼,700户,2栋,商品房,暂无信息,9元/平米/月,珠海市城市物业管理有限公司,珠海横琴美琴置业有限公司
德国城,横琴区横琴,港澳大道德国城,0,塔楼,819户,2栋,商品房,暂无信息,6.8元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,暂无信息
宝中路31号,横琴区横琴,宝中路31号,34989,板楼,7户,1栋,商品房,暂无信息,暂无信息,无物业管理服务,暂无信息
富力中心,横琴区横琴,兴盛一路128号,0,塔楼,1135户,1栋,商品房/使用权,暂无信息,20元/平米/月,富力物业集团珠海分公司,富力地产
银鑫花园,横琴区横琴,南山嘴路138号,39916,板楼/塔板结合,368户,5栋,商品房/使用权/私产,暂无信息,1至1.6元/平米/月,暂无信息,暂无信息
梧桐树,横琴区横琴,琴海东路501号,0,塔楼/平房,527户,1栋,商品房/使用权,暂无信息,10至29元/平米/月,深圳历思联行物业管理有限公司,珠海横琴国开投资有限公司
保利国际广场,横琴区横琴,港澳大道保利国际广场,18400,塔楼,2225户,4栋,商品房/私产,暂无信息,2.7至5元/平米/月,保利物业发展股份有限公司珠海分公司,珠海横琴保利利和投资有限公司
龙光·玖龙玺,横琴区横琴,琴德路66号,58201,塔楼/板楼/塔板结合,1118户,12栋,商品房/使用权,暂无信息,3至4.98元/平米/月,广东龙光集团物业管理有限公司珠海分公司,龙光地产控股有限公司
横琴万象世界,横琴区横琴,珠海市横琴新区横琴大道与开新二道交汇处,30881,塔板结合,5006户,10栋,商品房/使用权,暂无信息,6.9至7元/平米/月,暂无信息,横琴万象世界发展有限公司
中冶盛世国际广场,横琴区横琴,珠海市港澳大道151号，口岸北路72号，福临道258号,47383,塔楼/塔板结合,2778户,2栋,商品房,暂无信息,4.5至4.51元/平米/月,中冶置业集团物业服务有限公司珠海分公司,中冶国际投资发展有限公司
华发广场悦海湾,横琴区横琴,琴海东路华发广场悦海湾,56153,塔楼,848户,5栋,商品房,暂无信息,3元/平米/月,珠海华发物业管理服务有限公司,暂无信息
中大金融中心,横琴区横琴,横琴新区汇通路108号办公1104,47848,塔楼/塔板结合,1004户,3栋,商品房/私产/公租房,暂无信息,3至5元/平米/月,暂无信息,暂无信息
中冶逸璟公馆（二期）,横琴区横琴,环岛北路中冶逸璟公馆（二期）,59786,板楼/塔板结合,640户,17栋,商品房,暂无信息,5.5元/平米/月,中冶置业集团物业服务有限公司珠海分公司,暂无信息
中国华融大厦,横琴区横琴,横琴新区兴澳路9号,0,塔楼,96户,1栋,商品房,暂无信息,26元/平米/月,金地物业管理,上海华融置业有限公司
银河街28号,横琴区横琴,珠海市横琴新区横琴镇银河街28号1单元202房,29138,平房,15户,1栋,商品房/经济适用房/使用权/回迁房,暂无信息,暂无信息,大横琴物业,暂无信息
新兴际华财富广场,横琴区横琴,广东省珠海市香洲区横琴镇富国道新兴际华财富广场,45180,塔楼,869户,2栋,商品房,暂无信息,2.98至3元/平米/月,暂无信息,暂无信息
银河街,横琴区横琴,银河街10号,24515,塔楼,1户,1栋,商品房,暂无信息,暂无信息,无物业管理服务,暂无信息
中冶逸璟公馆（一期）,横琴区横琴,环岛北路中冶逸璟公馆,55816,塔楼/塔板结合,558户,14栋,商品房,暂无信息,5.5元/平米/月,中冶置业集团物业服务有限公司珠海分公司,暂无信息
华策国际大厦,横琴区横琴,横琴新区联澳路8号，都会道328-388,0,塔楼,1119户,2栋,商品房,暂无信息,20元/平米/月,暂无信息,珠海横琴华策投资控股有限公司
横琴金融传媒中心,横琴区横琴,荣粤道横琴金融传媒中心,45815,塔楼/塔板结合,934户,3栋,商品房,暂无信息,3.5至5元/平米/月,珠海魏理仕物业管理有限公司,暂无信息
横琴南光大厦,横琴区横琴,环岛东路横琴南光大厦,0,塔楼,696户,1栋,商品房,暂无信息,4.9元/平米/月,深圳市南光物业管理有限公司,暂无信息
金汇国际广场,横琴区横琴,港澳大道金汇国际广场,0,塔楼,841户,5栋,商品房,暂无信息,4.9元/平米/月,珠海金地物业有限公司,珠海金创实业有限公司
方达成大厦,横琴区横琴,兴盛三路方达成大厦,53725,塔楼,1763户,1栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
华发广场横琴府（21地块）,横琴区横琴,洋环路华发广场横琴府（21地块）,59959,塔楼/板楼/塔板结合,402户,5栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
横琴湾三期,横琴区横琴,广东省珠海市香洲区富民道,45496,塔楼,366户,2栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
华发广场横琴湾（32板块）,横琴区横琴,富琴道188号,52140,塔楼,422户,4栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
横琴国际金融中心,横琴区横琴,广东省珠海市香洲区横琴镇横琴国际金融中心,70833,塔楼,191户,1栋,商品房,暂无信息,7元/平米/月,暂无信息,暂无信息
华发广场横琴府（19地块）,横琴区横琴,汇通三路66号,72621,塔楼,301户,4栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
珠江国际金融中心,横琴区横琴,富琴路珠江国际金融中心,54793,塔楼/板楼,670户,2栋,商品房,暂无信息,3至6.8元/平米/月,广东康景物业有限公司,暂无信息
华发广场横琴湾(36地块),横琴区横琴,广东省珠海市香洲区富琴道,48022,塔板结合,360户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
中葡商贸广场,横琴区横琴,环岛东路中葡商贸广场,0,塔板结合,346户,1栋,商品房,暂无信息,6元/平米/月,珠海市万科物业服务有限公司,暂无信息
洋环村,横琴区横琴,环岛东路辅路洋环村,30783,平房,5户,5栋,商品房/自建房,暂无信息,暂无信息,大横琴物业,暂无信息
信德口岸商务中心,横琴区横琴,环岛东路信德口岸商务中心,52234,塔楼,1164户,2栋,商品房,暂无信息,5.77至20元/平米/月,香港仲量联行,暂无信息
创新方汇盈文化公馆,横琴区横琴,智水路创新方汇盈文化公馆,0,塔板结合,28户,12栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
华发广场横琴府（20地块）,横琴区横琴,荣港道158号,61597,塔楼/塔板结合,562户,5栋,商品房,暂无信息,3元/平米/月,暂无信息,暂无信息
华发广场横琴湾（39板块）,横琴区横琴,富琴道88号,53212,未知类型,540户,7栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
永兴一巷,横琴区横琴,永兴街一巷29号,28447,未知类型,5户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
中冶逸璟公馆（三期）,横琴区横琴,"广东省珠海市香洲区横琴镇中冶逸璟公馆中冶逸璟公馆三期,千禄道36号",55911,板楼/塔板结合,751户,14栋,商品房,暂无信息,5.5元/平米/月,中冶置业集团物业服务有限公司珠海分公司,暂无信息
横琴天庆粤凯广场,横琴区横琴,港澳大道横琴天庆粤凯广场,0,塔楼,272户,1栋,商品房,暂无信息,9元/平米/月,第一太平戴维斯物业顾问（珠海）有限公司,暂无信息
粗沙环村,横琴区横琴,环岛东路粗沙环村,0,平房,67户,8栋,商品房/经济适用房/私产,暂无信息,暂无信息,暂无信息,暂无信息
嘉园,香洲区翠微,翠微西路8号,19213,塔楼/板楼,1147户,16栋,商品房/私产,暂无信息,1.1至1.3元/平米/月,珠海华发物业管理服务有限公司,中山市尚东实业发展有限公司
翠园居,香洲区翠微,翠前北路37号,20007,板楼,472户,8栋,商品房,暂无信息,0.5至0.7元/平米/月,珠海华维物业管理有限公司,珠海市第二城市开发公司
酒珠大厦,香洲区翠微,明珠南路3092号,15434,塔楼,171户,1栋,商品房,暂无信息,1.2元/平米/月,自主物业,南昌市南酒房地产开发有限公司
幸福里,香洲区翠微,翠微西路幸福里,22716,板楼,833户,8栋,商品房,暂无信息,1.5至1.8元/平米/月,深圳文丰物业管理有限公司珠海分公司,珠海谷铭文诚房地产有限公司
丽阳苑,香洲区翠微,明珠南路翠平街155号,20627,板楼,480户,4栋,商品房,暂无信息,1.05至12元/平米/月,珠海市城市物业管理有限公司,珠海市亿城投资有限公司
明珠花园,香洲区翠微,明珠南路3168号,15159,板楼,270户,20栋,商品房,暂无信息,0.6至0.9元/平米/月,珠海经济特区恒隆物业管理有限公司,珠海市经济特区恒隆房产开发有限公司
国鼎花园,香洲区翠微,明珠南路3032号,14943,板楼,92户,3栋,商品房,暂无信息,0.65至0.8元/平米/月,珠海市瑞达峰物业管理有限公司,珠海市国鼎集团有限公司
恒隆明珠,香洲区翠微,明珠南路3136号,18626,塔楼,182户,1栋,商品房,暂无信息,1.95元/平米/月,珠海市恒隆物业管理有限公司,珠海经济特区恒隆房产开发有限公司
翠菁苑,香洲区翠微,翠前北路55号,23639,板楼,110户,2栋,商品房,暂无信息,1.5元/平米/月,珠海市诚丰物业管理有限公司,珠海市海建粤房地产有限公司
隆泉新村,香洲区翠微,翠微街66号,15183,板楼,496户,7栋,商品房/私产,暂无信息,0.8元/平米/月,珠海市恒隆物业管理有限公司,珠海市经济特区恒隆房产开发有限公司
悦安雅苑,香洲区翠微,翠前北路悦安雅苑,23476,塔楼/板楼,522户,6栋,商品房/私产,暂无信息,1.5至8元/平米/月,广东省粤安物业管理有限公司珠海分公司,珠海市腾安房地产开发有限公司
诚丰嘉座,香洲区翠微,明珠南路3118号,19408,塔板结合,347户,1栋,商品房,暂无信息,2元/平米/月,珠海市康诚物业管理有限公司,珠海诚丰集团有限公司
中经花园,香洲区翠微,明珠南路3328号,16339,塔楼/板楼,453户,21栋,商品房/私产,暂无信息,0.55至0.7元/平米/月,珠海市中涛物业管理有限公司,中经房地产置业有限公司
东大新村,香洲区翠微,翠微街51号,15420,板楼,280户,10栋,商品房/私产,暂无信息,0.8元/平米/月,珠海市东启物业管理有限公司,珠海市东大房产开发股份有限公司
翠珠花园,香洲区翠微,人民西路961号,17753,塔楼/板楼,348户,5栋,商品房/私产,暂无信息,0.8至1元/平米/月,珠海市翔海物业管理有限公司,珠海市珠冶房地产开发有限公司
东方新地,香洲区翠微,翠微街2号,15378,板楼,236户,18栋,商品房/私产,暂无信息,0.6元/平米/月,珠海市翔海物业管理有限公司,珠海市东大房产开发股份有限公司
金之园,香洲区翠微,翠花街27号,17602,板楼,186户,9栋,商品房,暂无信息,0.6至0.8元/平米/月,珠海市明城物业管理有限公司,	西安大德房地产开发有限公司
翠前新村,香洲区翠微,人民西路883号,18070,塔楼/板楼,805户,15栋,商品房/使用权/私产,暂无信息,0.8至0.85元/平米/月,珠海市房产物业管理有限公司,珠海市房产有限公司
新涌花园,香洲区翠微,明珠南路3170号,18248,板楼,416户,15栋,商品房/私产,暂无信息,0.4至0.8元/平米/月,暂无信息,珠海第二城市开发公司
安徽大厦,香洲区翠微,明珠南路3094号,12822,塔楼,160户,1栋,商品房,暂无信息,1.3元/平米/月,珠海经济特区安兴物业管理有限公司,珠海市国鼎集团有限公司
蓝海金融中心,香洲区翠微,翠珠四街51号,0,塔楼,88户,1栋,商品房/限价商品房,暂无信息,19元/平米/月,暂无信息,暂无信息
名門大厦,香洲区拱北,迎宾南路2188号,0,塔楼,191户,1栋,商品房/限价商品房/使用权/私产,暂无信息,1元/平米/月,无物业管理服务,暂无信息
联安小区,香洲区拱北,联安路195号,18014,塔板结合,125户,6栋,商品房/房改房,暂无信息,1元/平米/月,珠海安盛物业公司,珠海房产开发有限公司
银石雅园,香洲区拱北,九洲大道西银石雅园,22328,塔楼/板楼/塔板结合,2591户,36栋,商品房/动迁安置房/使用权/私产/回迁房,暂无信息,0.8至1.5元/平米/月,暂无信息,珠海市弘明房产有限公司
双城国际,香洲区拱北,侨光路双城国际,28973,板楼,409户,1栋,商品房,暂无信息,2.5元/平米/月,珠海市洪源物业管理有限公司,珠海市香洲盈达房产有限公司
新市花园,香洲区拱北,粤华路152号,19079,板楼,957户,22栋,商品房/私产,暂无信息,0.62至0.7元/平米/月,暂无信息,华业地产开发
骏发山庄,香洲区拱北,联安路188号,18539,塔楼/板楼/平房,762户,13栋,商品房,暂无信息,1至3元/平米/月,暂无信息,恒大地产集团有限公司
日华花园,香洲区拱北,联安路1号,25606,塔楼,223户,2栋,商品房,暂无信息,1.2元/平米/月,珠海市日东物业管理有限公司,珠海格力房产
昌盛花园(香洲区),香洲区拱北,昌盛路74号,23701,塔板结合,1132户,11栋,商品房/私产,暂无信息,0.9元/平米/月,万达物业,珠海经济特区华城庆宜房产开发有限公司
桂花村二期,香洲区拱北,九洲大道桂花村二期,20339,板楼,228户,5栋,商品房,暂无信息,1元/平米/月,珠海市葆力物业管理有限公司,珠海正邦房地产开发有限公司
桂花中心大厦,香洲区拱北,桂花北路96号,18562,板楼,154户,1栋,商品房/私产,暂无信息,1.5元/平米/月,珠海市宜利物业管理有限公司,上海正邦置业有限公司第一分公司
泰来花园,香洲区拱北,桂花北路侨南街1号,20209,塔楼/板楼,351户,9栋,商品房,暂无信息,0.8元/平米/月,珠海市明诚物业管理有限公司,珠海市泰桦房地产有限公司
星华花园,香洲区拱北,粤海中路2446号,17909,板楼/塔板结合,309户,13栋,商品房/私产,暂无信息,0.55元/平米/月,珠海市广华物业管理有限公司,珠海市三好房产开发有限公司
粤海国际花园,香洲区拱北,国防路101号,27408,塔楼/板楼,1192户,31栋,商品房/使用权/私产,暂无信息,1.8至3元/平米/月,珠海南泰市场经营有限公司,珠海格力房产
华苑花园,香洲区拱北,昌平路57号,15689,板楼/平房,531户,19栋,商品房/私产,暂无信息,1元/平米/月,华苑花园物业管理,珠海市开发有限公司
龙泉阁,香洲区拱北,迎宾南路2184号,15860,板楼,134户,2栋,商品房/私产,暂无信息,1.2元/平米/月, 珠海市昊宇物业管理有限公司,龙泉地产
华发广场,香洲区拱北,粤海东路1031号,24682,塔楼,307户,2栋,商品房/私产,暂无信息,3元/平米/月,珠海市华发物业管理服务有限公司,珠海华发实业股份有限公司
海定园,香洲区拱北,莲花路176号,22622,塔楼/板楼,196户,3栋,商品房,暂无信息,0.54至1.19元/平米/月,暂无信息,暂无信息
海湾新家园,香洲区拱北,联安路2号,22172,板楼,348户,5栋,商品房,暂无信息,2元/平米/月,珠海华发物业管理有限公司,物业和度娘都不知道开发商名称
