名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
金辉优步花园,工业园区青剑湖,水泽路夷浜路（科技城邻里中心北）,30046,板楼,1662户,24栋,商品房/使用权,暂无信息 ,2.26元/平米/月,北京金辉锦江物业服务有限公司苏州分公司,苏州金辉房地产开发有限公司
青剑湖花园C区,工业园区青剑湖,维和路8号,20131,板楼/塔板结合,834户,20栋,商品房/经济适用房/动迁安置房,暂无信息 ,1.2元/平米/月,青剑湖小区社区物业管理中心,苏州市市政房地产发展有限公司
青剑湖花园四区,工业园区青剑湖,唯和路8号,18997,板楼,552户,23栋,商品房/动迁安置房,暂无信息 ,1元/平米/月,青剑湖小区社区物业管理中心,苏州市市政房地产发展有限公司
青剑湖花园一区,工业园区青剑湖,唯和路8号,19632,板楼,496户,21栋,商品房/动迁安置房,暂无信息 ,1至1.21元/平米/月,青剑湖小区社区物业管理中心,苏州市市政房地产发展有限公司
雍景湾花园西区,工业园区青剑湖,康洲街18号,65449,板楼,179户,55栋,商品房,暂无信息 ,2.3至3.26元/平米/月,中海物业管理有限公司苏州分公司,苏州双湖房地产有限公司
优公馆,工业园区青剑湖,科能路18号,25945,塔板结合,416户,6栋,商品房,暂无信息 ,2.2元/平米/月,苏南万科物业有限公司,中新苏州工业园区置地有限公司
雍景湾花园东区,工业园区青剑湖,康洲街18号,48793,板楼,802户,33栋,商品房,暂无信息 ,1.71至3.26元/平米/月,招商局物业管理有限公司苏州分公司,苏州双湖房地产有限公司
朗诗未来街区（四期）,工业园区青剑湖,青澄路和科营路交叉口,32677,板楼,450户,13栋,商品房,暂无信息 ,2至2.1元/平米/月,南京朗诗物业管理有限公司苏州分公司,苏州朗诗科技地产有限公司
景悦星湖（北区）,工业园区青剑湖,唯观路78号,34173,板楼,389户,12栋,商品房,暂无信息 ,1.8元/平米/月,苏州优尼科物业管理有限公司,苏州欣阳房地产开发有限公司
中信森林湖玺悦,工业园区青剑湖,亭盛街66号,91866,板楼,97户,97栋,商品房,暂无信息 ,2.48至3.55元/平米/月,深圳市中信物业管理有限公司苏州分公司,中信地产
中信森林湖紫檀园,工业园区青剑湖,亭盛街66号,0,板楼/塔板结合,42户,42栋,商品房,暂无信息 ,3.26至3.55元/平米/月,暂无信息,苏州中信投资有限公司 
澄畔新村,工业园区青剑湖,唯文路澄泮新村,16502,板楼/塔板结合,816户,6栋,商品房/动迁安置房/保障性住房,暂无信息 ,1.8元/平米/月,台湾安杰物业有限公司, 合肥万科瑞翔地产有限公司
阿卡迪亚二区,工业园区青剑湖,青澄路97号,40664,板楼/塔板结合,987户,21栋,商品房/使用权,暂无信息 ,2.67至3.26元/平米/月,重庆天骄物业管理服务有限公司,苏州协信圆融房地产开发有限公司
金沙富都广场,工业园区青剑湖,唯华路6号（星湖街与阳澄大道交界处）,0,塔板结合,1079户,2栋,商品房/使用权,暂无信息 ,3.3元/平米/月,暂无信息,苏州唯锦置业发展有限公司
星湖都市生活广场,工业园区青剑湖,唯正路11号,13081,板楼,1400户,4栋,商品房/使用权,暂无信息 ,5.19元/平米/月,苏州宝祥物业管理有限公司,苏州宏德置业有限公司
都市VIP,工业园区青剑湖,唯华路2号,0,板楼,1313户,2栋,商品房,暂无信息 ,2.2元/平米/月,苏州宝祥物业管理有限公司,苏州工业园区嘉安投资有限公司
阿卡迪亚三区,工业园区青剑湖,青澄路99号,58663,板楼,186户,36栋,商品房,暂无信息 ,3.85至3.86元/平米/月,重庆天骄物业管理服务有限公司,苏州协信圆融房地产开发有限公司
阿卡迪亚四区,工业园区青剑湖,青澄路100号,68787,板楼,274户,59栋,商品房/使用权,暂无信息 ,3.86元/平米/月,重庆天骄物业管理服务有限公司,苏州协信圆融房地产开发有限公司
曼哈顿广场君地大厦,工业园区青剑湖,唯华路5号,0,板楼/塔板结合,1226户,14栋,商品房/经济适用房/使用权,暂无信息 ,5.26至7.98元/平米/月,苏州安邦物业管理有限公司,苏州君地鸿赞置业有限公司
万科大家,工业园区青剑湖,亭盛街、唯观路交汇处,82712,板楼,131户,53栋,商品房,暂无信息 ,5.96元/平米/月,苏南万科物业管理有限公司,江苏苏南万科房地产有限公司
龙湖熙上,工业园区青剑湖,唯观路龙湖熙上,52954,塔板结合,279户,10栋,商品房,暂无信息 ,3.97元/平米/月,龙湖物业服务集团有限公司苏州分公司,苏州湖天置业有限公司
晴湾上园二区,工业园区青剑湖,苏州工业园区亭谊街66号晴湾上园二区,39739,板楼,297户,13栋,商品房,暂无信息 ,3.58至3.6元/平米/月,中海物业管理有限公司苏州分公司,苏州中海海隆房地产有限公司
青剑湖花园A区,工业园区青剑湖,维和路8号,20395,塔板结合,1402户,49栋,商品房/动迁安置房,暂无信息 ,1元/平米/月,青剑湖小区社区物业管理中心,苏州市市政房地产发展有限公司
中信森林湖棕榈园,工业园区青剑湖,亭盛街66号,44490,板楼,592户,24栋,商品房,暂无信息 ,2.62至3.55元/平米/月,中海物业管理有限公司,中海地产
颐和公馆,工业园区青剑湖,唯澄路颐和公馆,46109,板楼,242户,11栋,商品房,暂无信息 ,4.15元/平米/月,绿城物业,暂无信息
安漫云苑,工业园区青剑湖,亭青街与唯观路交汇处,44192,板楼,252户,14栋,商品房,暂无信息 ,3.7元/平米/月,碧桂园物业发展有限公司,苏州鑫联嘉置业有限公司
晴湾上园三区 ,工业园区青剑湖,"唯澄路中海上园湾三区,唯康路55号",45888,塔楼/板楼/塔板结合,311户,14栋,商品房,暂无信息 ,3.58至3.86元/平米/月,中海物业管理有限公司苏州分公司,暂无信息
晴湾上园一区,工业园区青剑湖,唯康路33号,42827,板楼,225户,11栋,商品房,暂无信息 ,3.5至3.58元/平米/月,暂无信息,暂无信息
翡翠湖公寓,工业园区青剑湖,"展业路28号, 科营路与澄湾路交汇处",26223,板楼,465户,7栋,商品房,暂无信息 ,3.9元/平米/月,苏南万科物业管理有限公司,中新集团
联合广场,工业园区青剑湖,唯正路16号,0,板楼/塔板结合,1661户,7栋,商品房/经济适用房/使用权/私产,暂无信息 ,3.98至7.98元/平米/月,暂无信息,苏州君地置业有限公司
天阅湖滨雅苑,工业园区青剑湖,康洲街天阅湖滨雅苑,42639,板楼/塔板结合,784户,21栋,商品房/使用权,暂无信息 ,3.49元/平米/月,招商局物业有限公司苏州分公司,苏州泓昶置业有限公司
青剑湖公馆,工业园区青剑湖,虹范路2号,32496,板楼,807户,33栋,商品房,暂无信息 ,1.98至2.98元/平米/月,依仕达物业管理公司,苏州康杰置业有限公司 
中信森林湖香樟园,工业园区青剑湖,亭盛街66号,43326,板楼,349户,35栋,商品房,暂无信息 ,2.62至3.55元/平米/月,中海物业管理有限公司苏州分公司,苏州中信投资有限公司 
君地上郡,工业园区青剑湖,星湖街东、青剑湖北,54179,板楼,368户,103栋,商品房,暂无信息 ,2.9至3.9元/平米/月,苏州优尼科物业管理有限公司,苏州君之地置业有限公司
阿卡迪亚一区,工业园区青剑湖,成义路18号,34730,板楼,759户,25栋,商品房/使用权,暂无信息 ,2.67至3.26元/平米/月,重庆天骄物业管理服务有限公司,苏州协信圆融房地产开发有限公司
金色湖滨,工业园区青剑湖,唯观路8号,33224,板楼,748户,15栋,商品房,暂无信息 ,1.85至2.4元/平米/月,苏州华新国际物业管理有限公司,苏州工业园区华成房地产开发有限公司
维纳阳光花园南区,工业园区青剑湖,科能路18号,25023,板楼/塔板结合,1896户,43栋,商品房,暂无信息 ,2.2元/平米/月,苏南万科物业有限公司,中新置地
首开悦澜湾,工业园区青剑湖,唯新路88号,27532,板楼,2265户,33栋,商品房,暂无信息 ,1.95元/平米/月,北京燕侨物业管理有限公司,苏州首开永泰置业有限公司
香堤澜湾,工业园区青剑湖,"和顺路99号, 和顺路与扬庭路交汇处",21920,板楼,3074户,53栋,商品房,暂无信息 ,2.22至2.5元/平米/月,苏州市优尼科物业管理有限公司,苏州常大置业有限公司
君地新大陆,工业园区青剑湖,唯华路3号,13430,塔楼,1726户,6栋,商品房/自建房,暂无信息 ,3.25至3.9元/平米/月,安邦物业管理有限公司,苏州君风投资有限公司
东景公寓,工业园区胜浦,中胜路1号,20023,塔板结合,463户,10栋,商品房,暂无信息 ,1.29元/平米/月,苏州依士达物业管理有限公司,苏州大东方房地产开发有限公司
园东社区,工业园区胜浦,新江路49号,20085,板楼,2201户,96栋,商品房,暂无信息 ,0.2至2元/平米/月,园东社区物业,苏州市政
新盛花园东区,工业园区胜浦,新胜路与兴浦路交叉口,19015,板楼,925户,47栋,商品房,暂无信息 ,0.2元/平米/月,新盛物业公司,苏州市新盛房地产有限公司
盛景华庭,工业园区胜浦,兴浦路15号,18831,板楼/塔板结合,350户,6栋,商品房,暂无信息 ,1.2元/平米/月,天盛华庭物业有限公司,苏州工业园区华富置业有限公司
新盛花园西区,工业园区胜浦,新胜路与兴浦路交叉口,20127,板楼,1328户,54栋,商品房,暂无信息 ,0.5元/平米/月,新盛物业公司,苏州市新盛房地产有限公司
星胜客（北）,工业园区胜浦,新胜路366号,19456,板楼,463户,11栋,商品房,暂无信息 ,1.85至1.95元/平米/月,苏州工业园区建屋发展有限公司,苏州工业园区瑞信房地产开发有限公司
星胜客（南）,工业园区胜浦,新胜路366号,20252,板楼,331户,4栋,商品房,暂无信息 ,1.84至1.85元/平米/月,苏州工业园区建屋发展有限公司,苏州工业园区瑞信房地产开发有限公司
金雅苑,工业园区胜浦,新胜路1号,19185,板楼,694户,11栋,商品房,暂无信息 ,1.3元/平米/月,依仕达物业管理公司,苏州工业园区华园房地产开发有限公司
金邻苑,工业园区胜浦,胜浦镇新胜路与兴浦路交界处,19395,板楼,834户,11栋,商品房,暂无信息 ,1.2元/平米/月,常州市怡源物业有限公司苏州分公司,苏州工业园区华园房产开发有限公司
金淞湾花园,工业园区胜浦,通江路3号,19523,板楼,862户,29栋,商品房,暂无信息 ,1.5元/平米/月,苏州工业园区吉邦物业有限公司, 苏州天地源木渎置业有限公司
金苑新村东区,工业园区胜浦,中胜路（兴浦路与中胜路交汇处）,15827,板楼,730户,21栋,商品房,暂无信息 ,0.6至0.61元/平米/月,苏州工业园区正基房地产发展有限公司,苏州市政
嘉馨坊,工业园区胜浦,新胜路328号,16597,板楼,174户,3栋,商品房,暂无信息 ,1.3元/平米/月,苏州工业园区四方物业有限公司,苏州工业园区新胜房地产开发公司
嘉怡生活广场,工业园区胜浦,新胜路328号,19188,板楼,258户,5栋,商品房,暂无信息 ,1.34至1.35元/平米/月,苏州工业园区四方物业管理有限公司,苏州工业园区新盛房地产开发公司
恒景花园,工业园区胜浦,振胜路89号,22243,板楼,352户,7栋,商品房,暂无信息 ,1.91至2元/平米/月,苏州工业园区依仕达物业管理有限公司,苏州大东方房地产开发有限公司
嘉馨苑小区,工业园区胜浦,嘉馨弄与新胜路交界处,18159,板楼,224户,12栋,商品房,暂无信息 ,1.35元/平米/月,泗方物业管理有限公司,苏州工业园区新胜房地产开发公司
浪花苑,工业园区胜浦,吴胜路南（胜浦实验小学附近）,18613,板楼,2582户,88栋,商品房/动迁安置房,暂无信息 ,0.8元/平米/月,中新苏州和乔物业服务有限公司,中新苏州工业园区开发有限公司
闻涛苑,工业园区胜浦,兴浦路与吴胜路交汇处,16800,板楼,1550户,46栋,商品房,暂无信息 ,1.5至2元/平米/月,闻涛苑自主物业,苏州市园区胜浦镇政府开发
中新领袖天地,工业园区胜浦,胜浦路258号,13332,塔板结合,804户,62栋,商品房,暂无信息 ,2.6至5元/平米/月,苏州圆融物业管理有限公司,中新苏州工业园区开发有限公司
辉映时代花园,工业园区胜浦,金胜路辉映时代花园,32065,板楼/塔板结合,1034户,17栋,商品房,暂无信息 ,3.1元/平米/月,新城物业,暂无信息
浦湾公馆,工业园区胜浦,通江路68号,22230,塔楼/板楼,682户,8栋,商品房,暂无信息 ,2.2至2.8元/平米/月,中新苏州和乔物业服务有限公司,中新置地
滨江苑,工业园区胜浦,振浦路8号,17126,塔板结合,3497户,36栋,商品房/动迁安置房,暂无信息 ,1.35至1.5元/平米/月,苏州工业园区四方物业管理有限公司,苏州工业园区胜浦城镇建设投资有限公司
吴淞新村,工业园区胜浦,通江路3号,17862,板楼,1750户,81栋,商品房,暂无信息 ,0.6元/平米/月,江苏吉邦物业管理有限公司,苏州市政
瑞翔商业广场,工业园区胜浦,通江路66号,0,板楼,305户,4栋,商品房/使用权/私产,暂无信息 ,暂无信息,苏州乾丰物业管理有限公司,中新置地
竹苑新村（园区）,工业园区胜浦,中胜路与通江路交叉口西150米,15849,板楼,250户,26栋,商品房/私产,暂无信息 ,0.2至0.3元/平米/月,暂无信息,市政建设
金苑新村西区,工业园区胜浦,兴浦路49号,0,板楼,424户,15栋,商品房,暂无信息 ,0.6元/平米/月,苏州工业园区正基房地产发展有限公司,苏州市政
吴淞商业广场,工业园区胜浦,兴浦路15号,0,板楼,4户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
启明路92号,工业园区胜浦,启明路92号,0,塔板结合,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新城嘉樾时代花园,工业园区胜浦,金胜路新城嘉樾时代花园,0,板楼,630户,10栋,商品房,暂无信息 ,3.1至3.2元/平米/月,西藏新城悦物业服务股份有限公司,暂无信息
越秀·悦见云庭,工业园区胜浦,民胜路越秀·悦见云庭,0,板楼,829户,15栋,商品房,暂无信息 ,3.21元/平米/月,广州越秀物业发展有限公司,暂无信息
万科东方雅苑,工业园区胜浦,民胜路万科东方雅苑,0,板楼,1146户,18栋,商品房,暂无信息 ,暂无信息,苏南万科物业有限公司,暂无信息
东景公寓,工业园区胜浦,中胜路1号,20023,塔板结合,463户,10栋,商品房,暂无信息 ,1.29元/平米/月,苏州依士达物业管理有限公司,苏州大东方房地产开发有限公司
园东社区,工业园区胜浦,新江路49号,20085,板楼,2201户,96栋,商品房,暂无信息 ,0.2至2元/平米/月,园东社区物业,苏州市政
新盛花园东区,工业园区胜浦,新胜路与兴浦路交叉口,19015,板楼,925户,47栋,商品房,暂无信息 ,0.2元/平米/月,新盛物业公司,苏州市新盛房地产有限公司
盛景华庭,工业园区胜浦,兴浦路15号,18831,板楼/塔板结合,350户,6栋,商品房,暂无信息 ,1.2元/平米/月,天盛华庭物业有限公司,苏州工业园区华富置业有限公司
新盛花园西区,工业园区胜浦,新胜路与兴浦路交叉口,20127,板楼,1328户,54栋,商品房,暂无信息 ,0.5元/平米/月,新盛物业公司,苏州市新盛房地产有限公司
星胜客（北）,工业园区胜浦,新胜路366号,19456,板楼,463户,11栋,商品房,暂无信息 ,1.85至1.95元/平米/月,苏州工业园区建屋发展有限公司,苏州工业园区瑞信房地产开发有限公司
星胜客（南）,工业园区胜浦,新胜路366号,20252,板楼,331户,4栋,商品房,暂无信息 ,1.84至1.85元/平米/月,苏州工业园区建屋发展有限公司,苏州工业园区瑞信房地产开发有限公司
金雅苑,工业园区胜浦,新胜路1号,19185,板楼,694户,11栋,商品房,暂无信息 ,1.3元/平米/月,依仕达物业管理公司,苏州工业园区华园房地产开发有限公司
金邻苑,工业园区胜浦,胜浦镇新胜路与兴浦路交界处,19395,板楼,834户,11栋,商品房,暂无信息 ,1.2元/平米/月,常州市怡源物业有限公司苏州分公司,苏州工业园区华园房产开发有限公司
金淞湾花园,工业园区胜浦,通江路3号,19523,板楼,862户,29栋,商品房,暂无信息 ,1.5元/平米/月,苏州工业园区吉邦物业有限公司, 苏州天地源木渎置业有限公司
金苑新村东区,工业园区胜浦,中胜路（兴浦路与中胜路交汇处）,15827,板楼,730户,21栋,商品房,暂无信息 ,0.6至0.61元/平米/月,苏州工业园区正基房地产发展有限公司,苏州市政
嘉馨坊,工业园区胜浦,新胜路328号,16597,板楼,174户,3栋,商品房,暂无信息 ,1.3元/平米/月,苏州工业园区四方物业有限公司,苏州工业园区新胜房地产开发公司
嘉怡生活广场,工业园区胜浦,新胜路328号,19188,板楼,258户,5栋,商品房,暂无信息 ,1.34至1.35元/平米/月,苏州工业园区四方物业管理有限公司,苏州工业园区新盛房地产开发公司
恒景花园,工业园区胜浦,振胜路89号,22243,板楼,352户,7栋,商品房,暂无信息 ,1.91至2元/平米/月,苏州工业园区依仕达物业管理有限公司,苏州大东方房地产开发有限公司
嘉馨苑小区,工业园区胜浦,嘉馨弄与新胜路交界处,18159,板楼,224户,12栋,商品房,暂无信息 ,1.35元/平米/月,泗方物业管理有限公司,苏州工业园区新胜房地产开发公司
浪花苑,工业园区胜浦,吴胜路南（胜浦实验小学附近）,18613,板楼,2582户,88栋,商品房/动迁安置房,暂无信息 ,0.8元/平米/月,中新苏州和乔物业服务有限公司,中新苏州工业园区开发有限公司
闻涛苑,工业园区胜浦,兴浦路与吴胜路交汇处,16800,板楼,1550户,46栋,商品房,暂无信息 ,1.5至2元/平米/月,闻涛苑自主物业,苏州市园区胜浦镇政府开发
中新领袖天地,工业园区胜浦,胜浦路258号,13332,塔板结合,804户,62栋,商品房,暂无信息 ,2.6至5元/平米/月,苏州圆融物业管理有限公司,中新苏州工业园区开发有限公司
辉映时代花园,工业园区胜浦,金胜路辉映时代花园,32065,板楼/塔板结合,1034户,17栋,商品房,暂无信息 ,3.1元/平米/月,新城物业,暂无信息
浦湾公馆,工业园区胜浦,通江路68号,22230,塔楼/板楼,682户,8栋,商品房,暂无信息 ,2.2至2.8元/平米/月,中新苏州和乔物业服务有限公司,中新置地
吴淞新村,工业园区胜浦,通江路3号,17862,板楼,1750户,81栋,商品房,暂无信息 ,0.6元/平米/月,江苏吉邦物业管理有限公司,苏州市政
滨江苑,工业园区胜浦,振浦路8号,17126,塔板结合,3497户,36栋,商品房/动迁安置房,暂无信息 ,1.35至1.5元/平米/月,苏州工业园区四方物业管理有限公司,苏州工业园区胜浦城镇建设投资有限公司
瑞翔商业广场,工业园区胜浦,通江路66号,0,板楼,305户,4栋,商品房/使用权/私产,暂无信息 ,暂无信息,苏州乾丰物业管理有限公司,中新置地
竹苑新村（园区）,工业园区胜浦,中胜路与通江路交叉口西150米,15849,板楼,250户,26栋,商品房/私产,暂无信息 ,0.2至0.3元/平米/月,暂无信息,市政建设
金苑新村西区,工业园区胜浦,兴浦路49号,0,板楼,424户,15栋,商品房,暂无信息 ,0.6元/平米/月,苏州工业园区正基房地产发展有限公司,苏州市政
吴淞商业广场,工业园区胜浦,兴浦路15号,0,板楼,4户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
启明路92号,工业园区胜浦,启明路92号,0,塔板结合,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新城嘉樾时代花园,工业园区胜浦,金胜路新城嘉樾时代花园,0,板楼,630户,10栋,商品房,暂无信息 ,3.1至3.2元/平米/月,西藏新城悦物业服务股份有限公司,暂无信息
越秀·悦见云庭,工业园区胜浦,民胜路越秀·悦见云庭,0,板楼,829户,15栋,商品房,暂无信息 ,3.21元/平米/月,广州越秀物业发展有限公司,暂无信息
万科东方雅苑,工业园区胜浦,民胜路万科东方雅苑,0,板楼,1146户,18栋,商品房,暂无信息 ,暂无信息,苏南万科物业有限公司,暂无信息
中海御湖熙岸东区,工业园区双湖,"星州街88号, 园区星波街与水坊路交汇处(李公堤对面",93187,板楼,476户,83栋,商品房/使用权,暂无信息 ,2.96至3.81元/平米/月,苏州市优尼科物业管理有限公司,中海地产(苏州)有限公司
九龙仓国宾一号,工业园区双湖,石莲街9号,117956,板楼/塔板结合,735户,260栋,商品房/动迁安置房/使用权,暂无信息 ,3.8至4.64元/平米/月,九龙仓物业管理有限公司苏州分公司,苏州苏龙地产发展有限公司
苏州御园,工业园区双湖,西华林街99号,130591,板楼/塔板结合,344户,26栋,商品房,暂无信息 ,5.5元/平米/月,暂无信息,苏州绿城御园房地产开发有限公司
金水湾,工业园区双湖,金鸡湖大道与西华林街交汇处,117081,板楼,253户,181栋,商品房,暂无信息 ,3.5元/平米/月,国信物业,苏州工业园区国信置业有限公司
仁恒双湖湾,工业园区双湖,星湖街1211号,72146,塔楼,1499户,55栋,商品房,暂无信息 ,3.59至3.89元/平米/月,南京仁恒物业管理有限公司苏州分公司,新加坡仁恒置地集团
怡和花园,工业园区双湖,金鸡湖大道500号,70619,板楼,532户,227栋,商品房,暂无信息 ,3至3.1元/平米/月,苏州优尼科物业管理有限公司,中金地产
水墨江南一期,工业园区双湖,星湖街999号,98009,板楼/塔板结合,230户,229栋,商品房,暂无信息 ,3至3.51元/平米/月,苏州工业园区建屋物业管理有限公司,苏州工业园区建屋发展有限公司
名湖花园（工业园区）,工业园区双湖,星湖街200号,55505,塔板结合,338户,24栋,商品房,暂无信息 ,2.35至2.8元/平米/月,苏州优尼科物业管理有限公司,苏州名汇利房地产开发有限公司
水云居西区,工业园区双湖,高和路79号,58872,板楼,681户,39栋,商品房/使用权,暂无信息 ,2.2元/平米/月,中新苏州和乔物业服务有限公司,中新苏州工业园区置地有限公司
水云居东区,工业园区双湖,高和路45号,62885,板楼,154户,17栋,商品房/使用权,暂无信息 ,2.2元/平米/月,和乔物业服务管理有限公司,中新苏州工业园区置地有限公司
湖滨四季,工业园区双湖,金鸡湖大道888号,162338,板楼,128户,128栋,商品房,暂无信息 ,6.98元/平米/月,新鸿基环贸广场房地产（苏州）有限公司,新鸿基环贸广场房地产（苏州）有限公司
城邦花园西区,工业园区双湖,"高和路79号, 高和路58号",35659,板楼/塔板结合,976户,8栋,商品房/使用权/私产,暂无信息 ,2.2元/平米/月,暂无信息,中新苏州工业园区开发有限公司
世茂铜雀台雅院,工业园区双湖,石莲街1号,103078,板楼,382户,131栋,商品房/已购公房/限价商品房,暂无信息 ,4.08至4.64元/平米/月,苏州世茂物业公司,上海世茂股份有限公司 
仁恒海和院,工业园区双湖,"星湖街1211号, 东华林街与塘浦路交叉口",116962,板楼,456户,56栋,商品房,暂无信息 ,4.58至5.58元/平米/月,南京仁恒物业管理有限公司苏州分公司,仁恒置业（苏州）有限公司
中海世家,工业园区双湖,金鸡湖大道靠近星波街,113889,板楼,110户,36栋,商品房,暂无信息 ,3.8至3.82元/平米/月,中海物业管理有限公司苏州分公司,中海地产(苏州)有限公司
水墨江南二期,工业园区双湖,星湖街999号,0,板楼,97户,97栋,商品房,暂无信息 ,3元/平米/月,苏州工业园区建屋物业管理有限公司,苏州工业园区建屋发展有限公司
融创苏州桃花源,工业园区双湖,高和路9号,91959,塔板结合,319户,31栋,商品房,暂无信息 ,6.32元/平米/月,浙江绿城物业管理有限公司,苏州绿城玫瑰园房地产开发有限公司
仁恒PARK,工业园区双湖,星湖街1211号（星湖街与塘浦路交叉口）,43074,板楼/塔板结合,167户,3栋,商品房/使用权,暂无信息 ,7.24至7.5元/平米/月,南京仁恒物业管理有限公司苏州园区分公司,仁恒置业
世茂铜雀台别墅（龙胤系）,工业园区双湖,苏州工业园区石莲路1号,94383,塔楼/板楼/塔板结合,139户,69栋,商品房,暂无信息 ,4.08至5.5元/平米/月,暂无信息,暂无信息
和乔丽晶,工业园区双湖,星州街9号,36895,板楼/塔板结合,579户,6栋,商品房/使用权,暂无信息 ,2.5元/平米/月,江苏苏南万科物业服务有限公司,苏州和信房地产开发有限公司
中海御湖熙岸西区,工业园区双湖,星州街89号,65417,板楼/平房,877户,15栋,商品房/使用权/私产,暂无信息 ,2.95元/平米/月,中海物业管理有限公司苏州分公司,中海地产(苏州)有限公司
高尔夫花园,工业园区双湖,星波街1号,42518,板楼,1943户,47栋,商品房/使用权/私产,暂无信息 ,2.4元/平米/月,江苏苏南万科物业服务有限公司,苏州鸿意地产发展有限公司
建屋乐活城,工业园区双湖,星湖街999号,36800,板楼,405户,1栋,商品房,暂无信息 ,3元/平米/月,苏州工业园区建屋物业管理有限公司,苏州工业园区建屋置业有限公司
城邦花园东区,工业园区双湖,高和路58号,40674,塔楼/板楼/平房,1736户,26栋,商品房/使用权/私产,暂无信息 ,2.2至3.2元/平米/月,中新苏州和乔物业服务有限公司,中新苏州工业园区开发有限公司
观棠,工业园区双湖,星湖街1211号,105718,板楼,124户,45栋,商品房,暂无信息 ,5至5.54元/平米/月,上海仁恒物业管理有限公司苏州分公司,仁恒地产（苏州）有限公司
荣域花园,工业园区双湖,星湖街833号,53067,板楼/塔板结合,1389户,44栋,商品房/使用权/私产,暂无信息 ,2.1至3.45元/平米/月,万科物业发展股份有限公司,中新置地
水巷邻里花园,工业园区双湖,"中新大道西1号, 金鸡湖路1号",95130,板楼,591户,37栋,商品房/使用权,暂无信息 ,4.82至5.8元/平米/月,晋合物业管理（苏州）有限公司,晋合置业（苏州）有限公司
李公堤商铺,工业园区双湖,水坊路36号水巷邻里,0,塔楼,5户,1栋,商品房/使用权,暂无信息 ,4.8元/平米/月,晋合物业管理(苏州)有限公司,晋合置业（苏州）有限公司
大湖城邦商业街,工业园区双湖,星州街2号,0,板楼,180户,4栋,商品房/私产,暂无信息 ,2.2元/平米/月,苏州和乔物业有限公司,中新苏州工业园区置地有限公司
李公堤国际风情商业水街,工业园区双湖,四季路李公堤国际风情商业水街小区,0,板楼,5户,4栋,商品房/使用权/私产,暂无信息 ,3.7至11元/平米/月,暂无信息,苏州圆融发展集团有限公司
水墨江南二期,工业园区双湖,星湖街999号,0,板楼,97户,97栋,商品房,暂无信息 ,3元/平米/月,苏州工业园区建屋物业管理有限公司,苏州工业园区建屋发展有限公司
融创苏州桃花源,工业园区双湖,高和路9号,91959,塔板结合,319户,31栋,商品房,暂无信息 ,6.32元/平米/月,浙江绿城物业管理有限公司,苏州绿城玫瑰园房地产开发有限公司
仁恒PARK,工业园区双湖,星湖街1211号（星湖街与塘浦路交叉口）,43074,板楼/塔板结合,167户,3栋,商品房/使用权,暂无信息 ,7.24至7.5元/平米/月,南京仁恒物业管理有限公司苏州园区分公司,仁恒置业
世茂铜雀台雅院,工业园区双湖,石莲街1号,103078,板楼,382户,131栋,商品房/已购公房/限价商品房,暂无信息 ,4.08至4.64元/平米/月,苏州世茂物业公司,上海世茂股份有限公司 
仁恒海和院,工业园区双湖,"星湖街1211号, 东华林街与塘浦路交叉口",116962,板楼,456户,56栋,商品房,暂无信息 ,4.58至5.58元/平米/月,南京仁恒物业管理有限公司苏州分公司,仁恒置业（苏州）有限公司
中海世家,工业园区双湖,金鸡湖大道靠近星波街,113889,板楼,110户,36栋,商品房,暂无信息 ,3.8至3.82元/平米/月,中海物业管理有限公司苏州分公司,中海地产(苏州)有限公司
名湖花园（工业园区）,工业园区双湖,星湖街200号,55505,塔板结合,338户,24栋,商品房,暂无信息 ,2.35至2.8元/平米/月,苏州优尼科物业管理有限公司,苏州名汇利房地产开发有限公司
湖滨四季,工业园区双湖,金鸡湖大道888号,162338,板楼,128户,128栋,商品房,暂无信息 ,6.98元/平米/月,新鸿基环贸广场房地产（苏州）有限公司,新鸿基环贸广场房地产（苏州）有限公司
城邦花园西区,工业园区双湖,"高和路79号, 高和路58号",35659,板楼/塔板结合,976户,8栋,商品房/使用权/私产,暂无信息 ,2.2元/平米/月,暂无信息,中新苏州工业园区开发有限公司
水云居西区,工业园区双湖,高和路79号,58872,板楼,681户,39栋,商品房/使用权,暂无信息 ,2.2元/平米/月,龙湖物业服务集团有限公司苏州分公司,中新苏州工业园区置地有限公司
水云居东区,工业园区双湖,高和路45号,62885,板楼,154户,17栋,商品房/使用权,暂无信息 ,2.2元/平米/月,和乔物业服务管理有限公司,中新苏州工业园区置地有限公司
水墨江南一期,工业园区双湖,星湖街999号,98009,板楼/塔板结合,230户,229栋,商品房,暂无信息 ,3至3.51元/平米/月,苏州工业园区建屋物业管理有限公司,苏州工业园区建屋发展有限公司
