名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
城开天梨阁,江岸后湖,解放大道258号,14942,塔楼,144户,1栋,商品房,暂无信息 ,2.6元/平米/月,武汉城开物业有限责任公司,城开集团
紫竹园(江岸),江岸后湖,兴业路153号,19635,板楼,423户,27栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,暂无信息,武汉中鄂联房地产股份有限公司
罗家庄供电局宿舍,江岸后湖,黄浦路罗家庄132号,14338,板楼,88户,2栋,商品房,暂无信息 ,0.5元/平米/月,富丽园物业公司,上海外运长航置业有限公司
新五冷小区,江岸后湖,二七路189号,12557,板楼,104户,1栋,商品房/房改房,暂无信息 ,暂无信息,湖北新祥物业管理公司,武汉地产集团统建公司
紫澄花园,江岸后湖,永兴路紫澄花园,20501,塔板结合,252户,2栋,商品房,暂无信息 ,0.5至2.4元/平米/月,无物业管理服务,无开发商
七一中学教工社区,江岸后湖,正义路2号,12684,板楼/塔板结合/平房,102户,6栋,商品房/房改房/集资房,暂无信息 ,0.3至2.5元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
泓博朗诗悦府,江岸后湖,兆瑞大道和三环线之间,14534,板楼/塔板结合,1446户,8栋,商品房,暂无信息 ,暂无信息,暂无信息,武汉世纪泓博房地产开发有限公司
后湖水务局宿舍,江岸后湖,正义路14号,10392,板楼,150户,4栋,商品房/房改房,暂无信息 ,0.5元/平米/月,小区自主物业,无开发商
科技馆宿舍,江岸后湖,"建设大道1083, 赵家条144号",11513,板楼/塔板结合,82户,7栋,商品房/房改房,暂无信息 ,0.25至20元/平米/月,暂无信息,无
新江岸一村,江岸后湖,新江岸一村7号,10575,塔楼/板楼/塔板结合,115户,16栋,商品房/房改房/经济适用房/使用权/集资房,暂无信息 ,0.4至1元/平米/月,暂无信息,无开发商
瑞云公馆,江岸后湖,金桥大道与正义路交汇处（正义路江岸区法院站）,0,板楼,666户,1栋,商品房,暂无信息 ,3.5元/平米/月,武汉市晟世元物业管理有限公司,武汉市丰瑞恒房地产开发有限公司
中胜大楼,江岸后湖,二七侧路80号,11882,塔楼,307户,4栋,商品房/房改房,暂无信息 ,暂无信息,长江航运中心物业有限公司, 重庆汇东房地产开发有限公司
汉口城市广场七期,江岸后湖,新益街汉口城市广场七期,19234,板楼,124户,1栋,商品房,暂无信息 ,2.5元/平米/月,港联物业（武汉）有限公司,武汉房地产开发公司
新地东方花都B区,江岸后湖,兴业路190号,13489,板楼,486户,14栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
天上人间,江岸后湖,兴业南路6号,12308,板楼,281户,9栋,商品房/私产,暂无信息 ,0.3至1元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
青青美庐西区,江岸后湖,正义路3号,14118,板楼/塔板结合,288户,7栋,商品房/私产,暂无信息 ,0.58至1.2元/平米/月,深圳市中航物业管理有限公司武汉分公司,武汉长恒置业有限公司
海安公寓,江岸后湖,正义路10号,11918,塔楼/平房,134户,4栋,商品房/房改房/私产,暂无信息 ,0.8元/平米/月,业主自筹物业,无开发商
竹叶苑,江岸后湖,正义路11号,13510,板楼/平房,410户,17栋,商品房/私产,暂无信息 ,0.6至1元/平米/月,武汉招银物业管理有限公司,武汉招银物业有限公司
紫轩美佳,江岸后湖,后湖街正义路16号,16562,塔板结合,317户,2栋,商品房,暂无信息 ,1.9元/平米/月,武汉地产集团东方物业管理有限公司,武汉中鄂联房地产股份有限公司
新地东方花都A区,江岸后湖,兴业路190号,13670,塔楼/板楼,515户,16栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,武汉新地酒店物业管理有限公司,武汉新地置业发展有限公司
御景东方,江岸后湖,兴业南路3号,11012,塔板结合,192户,1栋,商品房,暂无信息 ,1.2元/平米/月,武汉市金岛物业管理有限公司,武汉金岛地产发展有限公司
天伦我的寓所,江岸后湖,二七小路天伦我的寓所,15045,塔楼,518户,2栋,商品房,暂无信息 ,1.4元/平米/月,武汉天馨物业发展有限公司,湖北天伦房地产开发有限公司
后湖华庭,江岸后湖,兴业路后湖华庭,13171,板楼,292户,6栋,商品房/私产,暂无信息 ,0.5元/平米/月,武汉后湖物业管理有限公司,武汉后湖发展区物业有限公司
仁和嘉居,江岸后湖,二七侧路,13431,板楼,434户,2栋,商品房,暂无信息 ,1.4元/平米/月,无物业管理服务,武汉市市政建设集团有限公司
中胜国际,江岸后湖,二 七路与二 七侧路交叉口北侧,0,塔楼,244户,1栋,商品房,暂无信息 ,3元/平米/月,武汉穗丰物业管理有限公司,武汉市中胜村城中村改造工程建设有限公司
中胜国际,江岸后湖,二 七路与二 七侧路交叉口北侧,0,塔楼,244户,1栋,商品房,暂无信息 ,3元/平米/月,武汉穗丰物业管理有限公司,武汉市中胜村城中村改造工程建设有限公司
后湖水务局宿舍,江岸后湖,正义路14号,10392,板楼,150户,4栋,商品房/房改房,暂无信息 ,0.5元/平米/月,小区自主物业,无开发商
科技馆宿舍,江岸后湖,"建设大道1083, 赵家条144号",11513,板楼/塔板结合,82户,7栋,商品房/房改房,暂无信息 ,0.25至20元/平米/月,暂无信息,无
汉口城市广场三期,江岸后湖,后湖大道汉口城市广场111号,18781,板楼/塔板结合,488户,3栋,商品房,暂无信息 ,2.6元/平米/月,暂无信息,武汉地产控股有限公司
天伦美伦美舍,江岸后湖,建设大道延长线天伦美伦美舍,14828,板楼,452户,3栋,商品房,暂无信息 ,1.8元/平米/月,武汉天馨物业发展有限公司,湖北天伦房地产开发有限公司
佳海华苑,江岸后湖,正义路9号,20534,板楼,107户,25栋,商品房/私产,暂无信息 ,1至1.6元/平米/月,暂无信息,上海海佳房地产有限公司
罗家庄供电局宿舍,江岸后湖,黄浦路罗家庄132号,14338,板楼,88户,2栋,商品房,暂无信息 ,0.5元/平米/月,富丽园物业公司,上海外运长航置业有限公司
佳海茗苑北区,江岸后湖,后湖二路198号,20654,板楼,75户,14栋,商品房/私产,暂无信息 ,1.8元/平米/月,武汉佳海物业管理有限公司,武汉佳海房地产开发有限公司
紫竹园(江岸),江岸后湖,兴业路153号,19635,板楼,423户,27栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,暂无信息,武汉中鄂联房地产股份有限公司
城开天梨阁,江岸后湖,解放大道258号,14942,塔楼,144户,1栋,商品房,暂无信息 ,2.6元/平米/月,武汉城开物业有限责任公司,城开集团
泓博朗诗悦府,江岸后湖,兆瑞大道和三环线之间,14534,板楼/塔板结合,1446户,8栋,商品房,暂无信息 ,暂无信息,暂无信息,武汉世纪泓博房地产开发有限公司
七一中学教工社区,江岸后湖,正义路2号,12684,板楼/塔板结合/平房,102户,6栋,商品房/房改房/集资房,暂无信息 ,0.3至2.5元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
新五冷小区,江岸后湖,二七路189号,12557,板楼,104户,1栋,商品房/房改房,暂无信息 ,暂无信息,湖北新祥物业管理公司,武汉地产集团统建公司
紫澄花园,江岸后湖,永兴路紫澄花园,20501,塔板结合,252户,2栋,商品房,暂无信息 ,0.5至2.4元/平米/月,无物业管理服务,无开发商
汉口城市广场SOHO,江岸后湖,后湖大道汉口城市广场SOHO,0,塔楼/板楼,2292户,6栋,商品房/经济适用房,暂无信息 ,2.7至3.5元/平米/月,港联物业（武汉）有限公司,"武汉南国置业股份有限公司,武汉地产控股有限公司"
新江岸一村,江岸后湖,新江岸一村7号,10575,塔楼/板楼/塔板结合,115户,16栋,商品房/房改房/经济适用房/使用权/集资房,暂无信息 ,0.4至1元/平米/月,暂无信息,无开发商
新地东方花都B区,江岸后湖,兴业路190号,13489,板楼,486户,14栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
天上人间,江岸后湖,兴业南路6号,12308,板楼,281户,9栋,商品房/私产,暂无信息 ,0.3至1元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
新地东方花都A区,江岸后湖,兴业路190号,13670,塔楼/板楼,515户,16栋,商品房/私产,暂无信息 ,0.8至1.2元/平米/月,武汉新地酒店物业管理有限公司,武汉新地置业发展有限公司
御景东方,江岸后湖,兴业南路3号,11012,塔板结合,192户,1栋,商品房,暂无信息 ,1.2元/平米/月,武汉市金岛物业管理有限公司,武汉金岛地产发展有限公司
天伦我的寓所,江岸后湖,二七小路天伦我的寓所,15045,塔楼,518户,2栋,商品房,暂无信息 ,1.4元/平米/月,武汉天馨物业发展有限公司,湖北天伦房地产开发有限公司
金岛御璟世家,江岸后湖,武汉大道与建设大道交汇处东北侧,21469,塔楼/塔板结合,942户,7栋,商品房,暂无信息 ,2.1至3元/平米/月,武汉市金岛物业管理有限公司,武汉金岛地产发展有限公司
赵家条,江岸后湖,赵家条172号,10225,板楼/平房,538户,11栋,商品房/房改房/经济适用房/使用权/私产,暂无信息 ,0.5至0.8元/平米/月,无物业管理服务,无开发商
后湖华庭,江岸后湖,兴业路后湖华庭,13171,板楼,292户,6栋,商品房/私产,暂无信息 ,0.5元/平米/月,武汉后湖物业管理有限公司,武汉后湖发展区物业有限公司
仁和嘉居,江岸后湖,二七侧路,13431,板楼,434户,2栋,商品房,暂无信息 ,1.4元/平米/月,无物业管理服务,武汉市市政建设集团有限公司
青青美庐西区,江岸后湖,正义路3号,14118,板楼/塔板结合,288户,7栋,商品房/私产,暂无信息 ,0.58至1.2元/平米/月,深圳市中航物业管理有限公司武汉分公司,武汉长恒置业有限公司
海安公寓,江岸后湖,正义路10号,11918,塔楼/平房,134户,4栋,商品房/房改房/私产,暂无信息 ,0.8元/平米/月,业主自筹物业,无开发商
竹叶苑,江岸后湖,正义路11号,13510,板楼/平房,410户,17栋,商品房/私产,暂无信息 ,0.6至1元/平米/月,武汉招银物业管理有限公司,武汉招银物业有限公司
紫轩美佳,江岸后湖,后湖街正义路16号,16562,塔板结合,317户,2栋,商品房,暂无信息 ,1.9元/平米/月,武汉地产集团东方物业管理有限公司,武汉中鄂联房地产股份有限公司
中胜大楼,江岸后湖,二七侧路80号,11882,塔楼,307户,4栋,商品房/房改房,暂无信息 ,暂无信息,长江航运中心物业有限公司, 重庆汇东房地产开发有限公司
瑞云公馆,江岸后湖,金桥大道与正义路交汇处（正义路江岸区法院站）,0,板楼,666户,1栋,商品房,暂无信息 ,3.5元/平米/月,武汉市晟世元物业管理有限公司,武汉市丰瑞恒房地产开发有限公司
汉口城市广场七期,江岸后湖,新益街汉口城市广场七期,19234,板楼,124户,1栋,商品房,暂无信息 ,2.5元/平米/月,港联物业（武汉）有限公司,武汉房地产开发公司
汉口幸福万象,江岸后湖,后湖大道汉口幸福万象,0,塔楼/塔板结合,1825户,5栋,商品房,暂无信息 ,2.7至2.8元/平米/月, 武汉幸福湾物业管理有限公司,武汉市公交置业有限责任公司
楚邦汉界,江岸后湖,兴业路163号,16662,塔板结合,770户,9栋,商品房,暂无信息 ,1.2至1.8元/平米/月,武汉亲和物业管理有限公司,武汉凯通思房地产开发有限公司
汇龙花园,江岸后湖,正义路30号,12530,板楼,663户,14栋,商品房/经济适用房/私产,暂无信息 ,0.7元/平米/月,武汉凡安物业管理有限责任公司,武汉新地置业发展有限公司
佳海茗苑南区,江岸后湖,金桥大道30号,20693,板楼/塔板结合/平房,102户,16栋,商品房,暂无信息 ,0.8至1.8元/平米/月,武汉佳海物业管理有限公司, 大理耀鹏房地产开发有限责任公司
二七花园,江岸后湖,二七路170号,10806,板楼,280户,7栋,商品房/房改房/私产,暂无信息 ,0.5元/平米/月,业主自筹物业,武汉新大地房地产有限公司
瑞云居,江岸后湖,兴业南路22号,18950,板楼/塔板结合,712户,5栋,商品房,暂无信息 ,2.6至4.5元/平米/月,暂无信息,武汉丰瑞恒房地产开发有限公司 
盛景美寓,江岸后湖,武汉市江岸区二环线与发展大道交叉口50米,16919,塔楼/塔板结合,382户,2栋,商品房,暂无信息 ,2.2至2.53元/平米/月,武汉亲和物业管理有限公司,武汉凯通思房地产开发有限公司
花北小区,江岸后湖,黄埔大街花北小区,12695,塔楼/板楼,619户,15栋,商品房/房改房/经济适用房/私产,暂无信息 ,0.3至0.8元/平米/月,无物业管理服务,武汉市住宅开发公司
幸福时代四期,江岸后湖,百步亭花园路160到162号,16726,塔楼/板楼/塔板结合,1447户,5栋,商品房/使用权,暂无信息 ,2.6至3.2元/平米/月,武汉百步亭花园物业管理有限公司,武汉统建百步亭联合置业有限公司
元件厂宿舍小区,江岸后湖,武汉市江岸区发展大道539号,11721,塔板结合,36户,2栋,商品房/经济适用房/私产/集资房,暂无信息 ,暂无信息,无物业管理服务,暂无信息
二七新江岸生活广场,江岸后湖,正义路与后湖五路交汇处（东方华府旁）,14978,塔楼/板楼/塔板结合,1929户,10栋,商品房/拆迁还建房,暂无信息 ,2至2.4元/平米/月,武汉天源物业管理有限公司,武汉二七城中村综合改造建设工程有限公司 
鼎盛华城,江岸后湖,兴业路167号,17504,板楼/塔板结合,1236户,13栋,商品房,暂无信息 ,1.4至1.8元/平米/月,湖北博坤物业服务有限公司,武汉外经房地产开发有限公司
正义路8附1号,江岸后湖,正义路8附1号,11488,板楼,28户,1栋,商品房/房改房/私产,暂无信息 ,0.5元/平米/月,暂无信息,武汉五环集团
联合社区,江岸后湖,二七侧路1号,12448,板楼,649户,18栋,商品房/房改房/经济适用房/私产,暂无信息 ,0.3至1元/平米/月,业主自筹物业,武汉市市政建设集团有限公司
华享雕墅,江岸后湖,正义路12号江岸法院旁,15826,板楼,342户,2栋,商品房,暂无信息 ,2.3至2.5元/平米/月,武汉新生活摩尔城物业管理有限公司,武汉新八建筑集团房地产开发有限公司
科技村小区,江岸后湖,赵家条144号,18169,板楼,417户,4栋,商品房/经济适用房/集资房,暂无信息 ,1至1.7元/平米/月,暂无信息,幸福实业总公司
盛景公馆 ,江岸后湖,竹叶山转盘旁发展大道525号,16771,板楼/塔板结合,710户,3栋,商品房,暂无信息 ,2.2至2.6元/平米/月,武汉亲和物业管理有限公司,武汉凯通思房地产开发有限公司
东方华府,江岸后湖,兴业南路6号,13848,板楼,832户,23栋,商品房/私产,暂无信息 ,0.8至1元/平米/月,武汉新地酒店物业管理有限公司,武汉新地置业发展有限公司
吉祥谷,江岸后湖,"金桥大道特98号, 金桥大道66号",13014,塔楼/塔板结合/平房,1257户,15栋,商品房/房改房,暂无信息 ,1.2元/平米/月,武汉竹叶山物业管理有限公司,武汉竹叶山集团股份有限公司
赵家条69号,江岸后湖,赵家条69号,15746,板楼,25户,3栋,商品房/经济适用房,暂无信息 ,1元/平米/月,暂无信息,暂无信息
外运小区,江岸后湖,二七侧路3号,11406,平房,80户,3栋,商品房/房改房/校产,暂无信息 ,0.2元/平米/月,暂无信息,暂无信息
塔尖观邸,江岸后湖,金桥大道塔尖观邸,0,塔楼,234户,2栋,商品房,暂无信息 ,3.8元/平米/月,仁恒物业,武汉竹叶山集团股份有限公司
发展大道543号,江岸后湖,发展大道543号,9887,塔楼,15户,1栋,房改房,暂无信息 ,暂无信息,暂无信息,暂无信息
华发沁园,江岸后湖,江岸区正义路26号,17140,塔楼,321户,2栋,商品房,暂无信息 ,3至3.6元/平米/月,暂无信息,暂无信息
鸿泰盛景国际,江岸后湖,湖北省武汉市江岸区二七街街道鸿泰-盛景国际,20519,未知类型,158户,2栋,商品房/使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
武华苑,江岸后湖,正义路7号,14784,塔楼/板楼,486户,9栋,商品房/房改房/私产,暂无信息 ,0.5至1.05元/平米/月,业主自筹物业,无开发商
幸福人家北苑,江岸后湖,后湖四路68号,15043,板楼/塔板结合,1251户,56栋,商品房/私产,暂无信息 ,0.6至1.2元/平米/月,武汉市平安置业有限公司,武汉市平安置业有限公司
同鑫花园,江岸后湖,后湖大道158号,14250,塔楼/板楼/塔板结合/平房,1955户,40栋,商品房/房改房/经济适用房/使用权/私产,暂无信息 ,0.58至1.2元/平米/月,武汉丽岛物业管理有限公司,武汉地产开发投资集团有限公司
花样年花好园西区,江岸后湖,湖北省武汉市江岸区建设大道,20859,板楼,429户,2栋,商品房,暂无信息 ,3.75元/平米/月,暂无信息,暂无信息
汉口城市广场五期,江岸后湖,后湖大道111号,19172,板楼/塔板结合,1052户,7栋,商品房/拆迁还建房,暂无信息 ,2.4至2.6元/平米/月,港联物业（武汉）有限公司,武汉地产控股有限公司
统建同安家园,江岸后湖,江岸区后湖大道与建设大道交叉口西北,14052,塔楼/板楼/塔板结合,5028户,61栋,商品房/使用权/私产,暂无信息 ,0.58至1.8元/平米/月,武汉丽岛物业管理有限公司,武汉市住宅统建办公室
东方明珠,江岸后湖,后湖街兴业南路7号,16258,板楼,1520户,35栋,商品房/使用权/私产,暂无信息 ,0.8至1.2元/平米/月,暂无信息,武汉新地置业发展有限公司
东方花都F区,江岸后湖,兴业路165号,13479,板楼,1349户,30栋,商品房/私产,暂无信息 ,0.6至1.6元/平米/月,武汉华星物业管理有限公司,武汉市平安置业有限公司
圣诚和园,江岸后湖,后湖二路3号,16206,板楼,968户,7栋,商品房/私产,暂无信息 ,1.2至1.6元/平米/月,武汉豪安物业管理有限公司,武汉新苑房地产开发有限公司
黄浦公馆,江岸后湖,赵家条路319号,19981,塔楼,720户,5栋,商品房,暂无信息 ,1.8元/平米/月,武汉丽岛物业管理有限公司,武汉铁路房地产总公司
锦苑公寓,江岸后湖,新江岸特1号,14340,塔楼/板楼,666户,8栋,商品房/集资房,暂无信息 ,1.05至1.1元/平米/月,武汉天立物业管理有限公司,武汉安居工程发展有限公司
汉口城市广场一期,江岸后湖,后湖大道汉口城市广场,20371,板楼/塔板结合,1169户,12栋,商品房/使用权/私产,暂无信息 ,2.6至3.1元/平米/月,暂无信息,武汉地产控股有限公司
金岛金桥壹号,江岸后湖,金桥大道20号,15731,塔楼/塔板结合,1019户,3栋,商品房,暂无信息 ,2.5至5元/平米/月,港联物业（武汉）有限公司,武汉市中胜村城中村改造工程建设有限公司
兴和嘉园,江岸后湖,岱家街531号,8298,板楼,464户,2栋,商品房/限价商品房,暂无信息 ,1.8元/平米/月,武汉市晨鸣物业管理有限公司,物美开发商
嘉锦苑,江岸后湖,金桥大道嘉锦苑,14149,板楼,528户,2栋,商品房,暂无信息 ,1.8元/平米/月, 武汉金冠物业管理有限公司,武汉后湖发展区物业有限公司
消防人家,江岸后湖,后湖大道消防人家,12268,塔楼,296户,3栋,商品房/经济适用房,暂无信息 ,1.5元/平米/月,暂无信息,消防局
七星香山花园,江岸后湖,二七路119号,14524,板楼,553户,15栋,商品房,暂无信息 ,1.2元/平米/月,业主自筹物业,武汉市长江公路桥拆迁还建开发公司
同鑫花园景福苑,江岸后湖,后湖大道156号,14477,板楼/塔板结合,575户,17栋,商品房/私产,暂无信息 ,1.1至1.2元/平米/月,武汉冠华物业管理有限公司,武汉地产开发投资集团有限公司
青青美庐东区,江岸后湖,正义路3号,14378,板楼,746户,17栋,商品房/使用权/私产,暂无信息 ,0.58至1.2元/平米/月,中航物业管理有限公司武汉分公司,武汉长恒置业有限公司
晟蓝花园,江岸后湖,发展大道519号,14325,塔楼/塔板结合,1158户,8栋,商品房/经济适用房/动迁安置房/拆迁还建房,暂无信息 ,1.2至1.5元/平米/月,蓝焰物业管理有限公司,武汉市蓝焰房地产开发有限公司
汉口城市广场四期,江岸后湖,后湖大道111号,19668,板楼/塔板结合,1062户,7栋,商品房/使用权,暂无信息 ,2.6元/平米/月,港联物业（武汉）有限公司,武汉地产控股有限公司
世纪家园,江岸后湖,后湖大道150号,13463,板楼,1127户,41栋,商品房/私产,暂无信息 ,0.8元/平米/月,深圳市中航物业管理有限公司武汉分公司,武汉中联三星实业有限公司
紫御公馆,江岸后湖,金桥大道紫御公馆,16317,板楼/塔板结合,538户,3栋,商品房,暂无信息 ,1.6至3元/平米/月,武汉三鑫物业管理有限公司,武汉竹叶山集团股份有限公司
晋合金桥世家,江岸后湖,后湖街金桥大道42号,21838,板楼,2172户,17栋,商品房/使用权,暂无信息 ,2.8元/平米/月,晋合物业管理（苏州）有限公司武汉分公司,武汉三鼎地产开发有限公司
百胜春天,江岸后湖,金桥大道42号,14159,板楼/塔板结合,602户,16栋,商品房/使用权/私产,暂无信息 ,0.12至1.2元/平米/月,业主自筹物业,武汉市百富勤置业有限公司
东方恒星园,江岸后湖,金桥大道18号,14165,塔楼/板楼,400户,7栋,商品房,暂无信息 ,0.8至1.2元/平米/月,暂无信息,武汉新地置业发展有限公司
瑞景天成,江岸后湖,江岸区后湖二路2号,17216,塔楼/塔板结合,1679户,6栋,商品房,暂无信息 ,2.2至5元/平米/月,武汉万嘉物业有限公司,武汉昇祥房地产开发有限公司
金桥庭院,江岸后湖,金桥大道与和谐大道交汇处,16266,板楼/塔板结合,1466户,17栋,商品房,暂无信息 ,2.5至2.8元/平米/月,湖北齐力永嘉物业管理有限公司,武汉三鼎地产开发有限公司
盛世东方,江岸后湖,后湖街金桥大道18号,17535,板楼/塔板结合,2434户,22栋,商品房/使用权,暂无信息 ,1.44至3元/平米/月,武汉新地物业管理有限公司,武汉新地置业发展有限公司
宏宇绿色新都,江岸后湖,后湖金桥大道特1号,12377,板楼/平房,1653户,37栋,商品房/房改房/私产,暂无信息 ,0.7至1.5元/平米/月,暂无信息,无开发商
后湖生态花园荷花苑,江岸后湖,"后湖二路2号, 后湖二路68号, 后湖二路66号",10806,板楼,882户,22栋,商品房/私产,暂无信息 ,0.4至1.2元/平米/月, 武汉金冠物业管理有限公司,无开发商
香利国庭,江岸后湖,金桥大道28号,15278,塔楼/塔板结合,1630户,11栋,商品房,暂无信息 ,0.8至1.6元/平米/月,武汉兴瑞物业管理有限公司,武汉中联三星实业有限公司
金岛御璟世家跃境,江岸后湖,武汉大道与建设大道交汇处东北侧（武汉科技馆旁）,21986,板楼,677户,3栋,商品房,暂无信息 ,3至5元/平米/月,武汉市金岛物业管理有限公司,武汉市中胜村城中村改造工程建设有限公司
胜利街276号,江岸黄埔永清,胜利街276号,27520,塔板结合,51户,1栋,商品房,暂无信息 ,暂无信息,无物业管理服务,无开发商
吉林社区粮校宿舍（胜利街310号）,江岸黄埔永清,胜利街310号,38391,板楼,207户,9栋,商品房/房改房,暂无信息 ,0.8至1元/平米/月,暂无信息,暂无信息
沈阳路3号,江岸黄埔永清,沈阳路3号,29069,塔楼,96户,1栋,商品房/集资房,暂无信息 ,暂无信息,暂无信息,无开发商
沿江大道240号,江岸黄埔永清,沿江大道240号,31432,塔楼/板楼,73户,2栋,商品房/房改房/私产,暂无信息 ,0.8元/平米/月,暂无信息,无开发商
韦家桑园,江岸黄埔永清,建设大道韦家桑园,15645,板楼,75户,3栋,商品房/房改房/经济适用房,暂无信息 ,暂无信息,暂无信息,武汉二七城中村综合改造建设工程有限公司 
司法局干警公寓,江岸黄埔永清,开明路32-34号,23672,板楼,72户,2栋,商品房/房改房,暂无信息 ,0.5元/平米/月,业主自管,无开发商
长航宿舍(江岸),江岸黄埔永清,"胜利街347号, 卢沟桥路3号",38447,板楼,77户,3栋,商品房,暂无信息 ,0.6元/平米/月,武汉来福士管理有限公司,武汉长航三鼎置业有限公司
汉口滨江公馆,江岸黄埔永清,长春街48到54号,37501,板楼,176户,2栋,商品房,暂无信息 ,1.2元/平米/月,武汉市新世界物业管理有限公司,速丰置业发展(武汉)有限公司
御景别苑,江岸黄埔永清,惠济路43号,27556,板楼,90户,2栋,商品房,暂无信息 ,0.1至1元/平米/月, 武汉幸福湾物业管理有限公司,拾得大地幸福集团
华储大厦,江岸黄埔永清,惠济路8号,21710,板楼,106户,1栋,商品房/房改房,暂无信息 ,暂无信息,街道办事处（居委会）代管物业, 重庆汇东房地产开发有限公司
翠涛苑,江岸黄埔永清,永清路25号,28944,板楼,174户,3栋,商品房,暂无信息 ,1.3至13元/平米/月,武汉春天物业,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司"
中行宿舍(惠济路),江岸黄埔永清,惠济路6号,24513,板楼,66户,1栋,商品房/房改房/私产,暂无信息 ,1元/平米/月,仲量联行测量师事务所（上海）有限公司武汉分公司, 重庆汇东房地产开发有限公司
湖北省邮电通讯设备厂宿舍,江岸黄埔永清,惠济路13号,27073,板楼,487户,8栋,商品房/房改房/私产,暂无信息 ,0.5元/平米/月,无物业管理服务,武汉市市政建设集团有限公司
黄浦雅苑,江岸黄埔永清,黄浦大街25号,21213,板楼,424户,8栋,商品房/房改房/私产,暂无信息 ,0.6至1.2元/平米/月,武汉中原黄浦物业管理有限公司,幸福五村
中南市政院小区,江岸黄埔永清,三合街4号,20451,塔板结合,428户,5栋,商品房/房改房/经济适用房/限价商品房/私产,暂无信息 ,0.8至1元/平米/月,暂无信息,统建城市开发公司
工农兵路16号,江岸黄埔永清,工农兵路16号,20663,塔楼/板楼,941户,19栋,商品房/房改房/经济适用房/拆迁还建房/保障性住房,暂无信息 ,1至2元/平米/月,无物业管理服务,武汉市市政建设集团有限公司
卢沟桥路3号长航宿舍,江岸黄埔永清,卢沟桥路3号,33954,板楼,28户,1栋,商品房/房改房/私产,暂无信息 ,0.5元/平米/月,小区自主物业,无开发商
张自忠小路,江岸黄埔永清,张自忠小路5号,28541,板楼,28户,2栋,商品房,暂无信息 ,2元/平米/月,中福（湖北）物业发展有限公司,西安沣东新城搜宝置业有限公司
枫丹白鹭,江岸黄埔永清,永清路21号,20031,塔楼,262户,1栋,商品房,暂无信息 ,1.2元/平米/月,业主自筹物业,万家福房地产开发建筑（武汉）有限公司
花惠社区,江岸黄埔永清,解放公园路55号,26822,塔楼/板楼/塔板结合/平房,924户,27栋,商品房/房改房/经济适用房/私产/集资房,暂无信息 ,0.05至0.7元/平米/月,无物业管理服务,武汉恒发房地产开发有限公司
永清庭苑,江岸黄埔永清,永清路43号,29677,板楼/塔板结合,441户,5栋,商品房/私产,暂无信息 ,0.9至1.5元/平米/月,武汉城开物业有限责任公司,武汉城开房地产开发有限公司
名雅居,江岸黄埔永清,解放公园路57号,33292,板楼,277户,4栋,商品房,暂无信息 ,1.5元/平米/月,武汉嘉禾物业管理有限公司,武汉新苑房地产开发有限公司
粮茂宿舍,江岸黄埔永清,"卢沟桥路1号附7-9号, 芦沟桥21号-23号",36018,塔板结合,46户,2栋,商品房/房改房,暂无信息 ,暂无信息,武汉广达缘物业管理公司,武汉南部新城投资有限公司
三阳小区,江岸黄埔永清,苗栗璐203到207号,17534,塔板结合,431户,19栋,商品房/房改房/私产,暂无信息 ,0.5至1元/平米/月,无物业管理服务,单位自建
惠济路19号,江岸黄埔永清,惠济路19号,24699,板楼,73户,2栋,商品房/房改房/私产,暂无信息 ,0.5元/平米/月, 武汉幸福湾物业管理有限公司,幸福五村
永清路5号,江岸黄埔永清,永清路5,16869,塔楼,30户,1栋,商品房,暂无信息 ,暂无信息,武汉春天物业,暂无信息
劳动街,江岸黄埔永清,劳动街,18831,板楼/塔板结合,1230户,37栋,商品房/房改房/经济适用房/动迁安置房/私产/拆迁还建房,暂无信息 ,0.5至1元/平米/月,暂无信息,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司"
开明路46号,江岸黄埔永清,开明路46号,24740,板楼,43户,1栋,商品房,暂无信息 ,1.5元/平米/月,安居物业,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司"
黄浦路外贸宿舍,江岸黄埔永清,黄浦大街252号,13319,板楼,105户,13栋,商品房/房改房/经济适用房/私产,暂无信息 ,0.1至0.5元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司
长春街56号,江岸黄埔永清,长春街56号,45477,板楼,32户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,"""苍南县中富房地产开发有限公司"
