名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
桃林小区,浦东源深,"民生路818弄,灵山路701弄",90097,塔楼/板楼/平房,1008户,43栋,商品房/动迁安置房/使用权,1990-1999年 ,1.2元/平米/月,上海建工物业有限公司,上海陆洋物业管理有限公司
盛世年华,浦东源深,"羽山路100弄, 羽山路04.14-20号",0,板楼,1569户,34栋,商品房/动迁安置房/使用权,2005-2007年 ,2.8元/平米/月,上海浦东物业管理公司,上海三味企业发展有限公司
桃林一小区,浦东源深,灵山路600弄,96101,板楼,617户,45栋,商品房/动迁安置房/使用权,1994-1996年 ,0.5至1.2元/平米/月,上海陆洋物业管理有限公司,上海陆洋物业管理有限公司
竹园高层,浦东源深,"张杨路1050弄, 张杨路1318号, 张杨路1308号, 张杨路1338号, 张杨路1348号, 福山路309号, 张杨路1328号",76938,塔楼,2138户,12栋,商品房/售后公房/动迁安置房/使用权,1989-1999年 ,1至1.6元/平米/月,上海申厦物业有限公司,上海第八房地产开发公司
山水国际,浦东源深,羽山路383弄,119685,板楼,1207户,23栋,商品房/动迁安置房/使用权,2000-2006年 ,2.85至3.5元/平米/月,上海绿城物业有限公司,上海陆洋泾经济联合发展有限公司
金博尚品苑(办公楼),浦东源深,张杨路1518号,0,板楼,204户,3栋,商品房,2009年 ,20元/平米/月,暂无信息,暂无信息
福竹小区,浦东源深,张杨路1000弄,80897,板楼,390户,17栋,商品房/已购公房/售后公房/使用权,1988-1989年 ,0.8至0.85元/平米/月,潍坊物业,上海浦房集团
陆家嘴公馆,浦东源深,张杨路1550弄,109923,板楼,150户,4栋,商品房/动迁安置房,2010年 ,9.8元/平米/月,第一太平戴维斯,上海陆家嘴(集团)有限公司
源竹小区(南片),浦东源深,潍坊路266-282号,79696,板楼,204户,9栋,商品房/售后公房/动迁安置房/使用权,1988-1989年 ,0.45至1元/平米/月,潍坊物业,上海建工集团
证大宽域,浦东源深,"张杨路1500弄, 张杨路1500弄29号",101248,板楼,287户,4栋,商品房/动迁安置房,2009年 ,5元/平米/月,上海证大物业管理有限公司,上海恒锦房地产发展有限公司
新天家园,浦东源深,桃林路1141弄,103542,板楼,340户,8栋,商品房/动迁安置房/使用权,2001年 ,1.85元/平米/月,上海富都物业管理有限公司,上海新高房地产有限公司
香榭丽花园,浦东源深,松林路333弄,104770,板楼,767户,17栋,商品房/使用权,2001-2003年 ,2.5元/平米/月,浦房物业服务中心有限公司,上海龙仓置业有限公司
陆家嘴花园(二期),浦东源深,羽山路308弄,128437,板楼,1138户,46栋,商品房/动迁安置房/使用权,2002-2004年 ,3元/平米/月,上海陆家嘴物业管理公司,上海陆家嘴房产开发有限公司
竹园新村(浦东),浦东源深,"潍坊路238弄, 潍坊路252弄, 潍坊路260号, 潍坊路335弄1-3支弄, 潍坊路355弄, 潍坊路375弄, 源深路600弄1-3支弄, 潍坊路262号, 潍坊路246号",79283,板楼,3789户,191栋,商品房/已购公房/售后公房/动迁安置房/使用权,1985-1998年 ,0.75至1元/平米/月,潍坊物业,上海建工房产有限公司
陆家嘴花园(一期),浦东源深,桃林路815弄,101469,板楼,1046户,35栋,商品房/动迁安置房/使用权,1998-2000年 ,2.85元/平米/月,陆家嘴物业有限公司,上海陆家嘴房产开发有限公司
桃林路815弄40-50号,浦东源深,桃林路815弄40-50号,0,未知类型,1户,1栋,私产,暂无信息 ,暂无信息,暂无信息,暂无信息
张杨路1500弄11号,浦东源深,张杨路1500弄11号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
张杨路1500弄9号,浦东源深,张杨路1500弄9号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
张杨路1510号,浦东源深,张杨路1510号,0,未知类型,3户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
金博尚品苑(公寓),浦东源深,张杨路1528弄,114799,板楼,68户,2栋,商品房/动迁安置房,2009年 ,4.6元/平米/月,上海东莲物业管理有限公司,上海东金博置业有限公司
雅景公寓,浦东源深,羽山路400弄1-2号,0,板楼,52户,2栋,商品房/使用权,2009年 ,1.95元/平米/月,上海民申物业管理有限公司,上海都民置业有限公司
张杨路1528弄31号,浦东源深,张杨路1528弄31号,0,未知类型,4户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
桃林路787弄3号,浦东源深,桃林路787弄3号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
东泉小区,徐汇植物园,"东泉路50弄,东泉路51弄,东泉路64弄,东泉路104弄,东泉路105弄,东泉路65弄",68024,板楼,1908户,143栋,商品房/售后公房/动迁安置房/使用权,1994-1995年 ,0.8元/平米/月,上海益镇物业管理有限公司,上海瑞虹房地产有限公司
汇达苑,徐汇植物园,龙川北路681弄,67846,板楼,192户,16栋,商品房/动迁安置房/使用权,1999-2001年 ,0.8元/平米/月,炜达实业,上海炜达房地产实业有限公司
华滨家园,徐汇植物园,"龙吴路1323弄, 龙吴路1333号",78234,板楼/塔板结合,1993户,24栋,商品房/动迁安置房,2008-2012年 ,1.19至2.5元/平米/月,暂无信息,上海港开房地产有限公司
百龙小区,徐汇植物园,龙吴路1137弄,66816,塔楼/板楼,593户,18栋,商品房/售后公房/动迁安置房/使用权,1995年 ,0.6至1.35元/平米/月,上海申大物业有限公司,上海旭辉地产
挹翠苑,徐汇植物园,东泉路188弄,84490,板楼,822户,71栋,商品房/动迁安置房,1999-2001年 ,0.5至1元/平米/月,上海佳信物业管理有限公司,上海佳信房地产开发公司
龙华花园,徐汇植物园,"龙吴路585弄,龙吴路587弄,龙吴路589弄",0,板楼,74户,74栋,商品房,1995年 ,3.5元/平米/月,上海华东房产物业有限公司,新龙华房地产开发有限公司
绿邑翠苑,徐汇植物园,龙吴路555弄,87975,板楼,280户,12栋,商品房/使用权,2005年 ,0.9至1.65元/平米/月,绿地物业,上海申南置业有限公司
鑫隆花园,徐汇植物园,上中路289弄1-4号,58774,塔楼,768户,4栋,商品房/动迁安置房,1996-1999年 ,1.25元/平米/月,上海龙鑫物业有限公司,上海龙华房地产有限公司
天然居,徐汇植物园,"百色路228弄,百色路238弄",98232,板楼,231户,30栋,商品房/动迁安置房,2003-2004年 ,2.9元/平米/月,戴德粱行物业管理顾问公司,华胜国际置业开发（上海）有限公司
天龙苑,徐汇植物园,"石龙路33弄2-27号,石龙路33弄33-56号",82585,板楼,710户,47栋,商品房/动迁安置房,1997-2004年 ,1.6元/平米/月,和记物业服务(上海)有限公司,上海瀛城实业有限公司
鑫龙苑,徐汇植物园,石龙路33弄28-32号,86502,板楼,140户,8栋,商品房,2002年 ,1.6元/平米/月,上海华东房产物业有限公司,上海顺驰投资有限公司
园南新村,徐汇植物园,龙川北路177号,76941,塔楼/板楼,4253户,196栋,商品房/售后公房/动迁安置房/使用权,1985-1999年 ,0.8至1.3元/平米/月,上海中房置业股份有限公司,中房集团
恒龙苑,徐汇植物园,罗城路570弄,64080,板楼,370户,31栋,商品房/动迁安置房,1994-2002年 ,0.8元/平米/月,申大物业,上海石龙工业区联合发展有限公司
罗秀三村,徐汇植物园,罗秀三村,57029,板楼,1991户,108栋,商品房/售后公房/动迁安置房/使用权,1992-1999年 ,0.5至0.8元/平米/月,上海隆鑫物业有限公司,上海隆鑫房地产投资咨询有限公司
中恒苑,徐汇植物园,上中路483弄55-71号,69342,板楼,884户,52栋,商品房/动迁安置房/使用权,1994-1999年 ,0.8至1.09元/平米/月,上海恒安物业公司,上海徐汇房产经营有限公司
华沁家园,徐汇植物园,龙吴路1343弄,76558,板楼/塔板结合,2748户,22栋,商品房/动迁安置房,2011-2012年 ,1.2元/平米/月,上海汇成物业管理有限公司,上海港开房地产有限公司
东泉佳苑,徐汇植物园,东泉路185弄,62951,板楼,140户,10栋,商品房/使用权,1996年 ,0.8元/平米/月,自主物业,上城易通开发有限公司
石龙小区,徐汇植物园,石龙路95弄,0,板楼,37户,21栋,商品房/使用权/私产,1992-2006年 ,0.8元/平米/月,上海龙鑫物业有限公司,上海瑞虹新城有限公司
平福路12弄,徐汇植物园,平福路12弄,80581,板楼,45户,4栋,商品房,1998年 ,1.5元/平米/月,徐房物业,上海徐房（集团）有限公司
龙吴路1133号,徐汇植物园,龙吴路1133号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
百色路133弄小区,徐汇植物园,百色路133弄,0,板楼,225户,9栋,商品房/售后公房/动迁安置房/使用权,1986-2015年 ,0.5元/平米/月,上海长桥物业有限公司,无
百色路208号,徐汇植物园,百色路208号,0,板楼,18户,1栋,商品房/动迁安置房/使用权,2004年 ,暂无信息,暂无信息,暂无信息
安天大厦,普陀曹杨,兰溪路145号,0,塔楼,210户,1栋,商品房,2003年 ,4.5元/平米/月,上海安天置业有限公司,上海安天置业有限公司
金梅园,普陀曹杨,梅川路43弄,67120,板楼,691户,47栋,商品房/售后公房/使用权,1973-1995年 ,0.5至0.8元/平米/月,上海西部物业有限公司,西部房产
泰富苑,普陀曹杨,杏山路12弄,69058,板楼,93户,3栋,商品房,1998年 ,1.5元/平米/月,上海西部物业有限公司,泰富地产有限公司
恒陇丽晶公寓,普陀曹杨,"中山北路3327号, 中山北路3329-16号, 中山北路3329-17号",101421,板楼,137户,4栋,商品房/使用权,2009年 ,2元/平米/月,上海畅苑物业管理有限公司,上海恒陇置业发展有限公司
西部秀苑,普陀曹杨,杨柳青路408号,97858,板楼,168户,4栋,商品房/使用权,2003年 ,1.65元/平米/月,上海真如物业有限公司,上海西部企业（集团）有限公司
曹杨九村,普陀曹杨,曹杨九村,60989,板楼,1859户,54栋,商品房/售后公房/使用权,1976-1978年 ,0.5至0.8元/平米/月,上海西部物业有限公司,上海市普陀区城市建设投资有限公司
安居兰庭,普陀曹杨,兰溪路180弄,93244,板楼,354户,8栋,商品房/使用权,2010年 ,1.8元/平米/月,上海科汇置业有限公司,上海安居房产开发有限责任公司
万都花园(普陀),普陀曹杨,杨柳青路118弄,79334,板楼,203户,5栋,商品房/使用权,1996年 ,1.5元/平米/月,上海科房物业管理有限公司,上海万都房地产有限公司
桐柏公寓,普陀曹杨,桐柏路30弄,82934,板楼,194户,9栋,商品房/使用权,2001年 ,1.5至1.6元/平米/月,上海伟龙物业管理有限责任公司,上海柏恒房地产开发有限公司
北枫桥园,普陀曹杨,枫桥路14-36号,69388,板楼,246户,11栋,商品房/售后公房/使用权,1985-1987年 ,0.6元/平米/月,自主物业,上海市政
梅岭园,普陀曹杨,梅岭支路85弄,62634,板楼,642户,35栋,商品房/使用权,1987-1994年 ,0.8元/平米/月,上海西部物业有限公司,西部地产
曹杨一村,普陀曹杨,曹杨一村,62879,板楼,3317户,178栋,商品房/售后公房/使用权,1965-1998年 ,0.8元/平米/月,上海曹杨物业有限公司,市政开发公司
花溪园,普陀曹杨,兰溪路90弄2-31号,69184,板楼,380户,21栋,商品房/售后公房/使用权,1997-1998年 ,0.6至1.2元/平米/月,上海曹杨物业有限公司,东土集团有限公司
联农大厦,普陀曹杨,曹杨路859弄,76153,塔楼,286户,1栋,商品房/使用权,1995年 ,0.5元/平米/月,上海西部物业有限公司,上海城建(集团)公司
曹杨四村(兰花园),普陀曹杨,曹杨四村125号-150号,58857,板楼,632户,25栋,商品房/售后公房/使用权,1990-1991年 ,0.6元/平米/月,上海曹杨物业有限公司,市政开发公司
曹杨华庭,普陀曹杨,杏山路500弄1-12号,80334,板楼,360户,12栋,商品房/私产,2001-2002年 ,1.2元/平米/月,华庭物业,上海圣华房地产有限公司
曹杨三村,普陀曹杨,曹杨三村,64525,板楼,250户,14栋,商品房/使用权,1957-1994年 ,0.5元/平米/月,上海西部集团物业管理服务有限公司,暂无信息
曹杨五村(南杨园),普陀曹杨,"曹杨五村136号-158号, 曹杨五村206号-226号, 曹杨五村261号-325号",61797,板楼,2298户,93栋,商品房/售后公房/动迁安置房/使用权,1969-1988年 ,0.5至0.8元/平米/月,上海西部物业有限公司,暂无信息
曹杨三村(杏杨园),普陀曹杨,"曹杨三村305号, 曹杨三村306号, 曹杨三村308号-313号, 曹杨三村315号-347号",64222,板楼,904户,43栋,商品房/使用权,1982年 ,0.8至1.5元/平米/月,上海西部物业有限公司,无开发商
曹杨五村(杏梅园),普陀曹杨,"曹杨五村111号-125号, 曹杨五村128号-135号, 曹杨五村241号-253号",59620,板楼,876户,36栋,商品房/使用权,1978-1990年 ,0.5元/平米/月,上海曹杨物业有限公司,上海徐汇区城市建设投资开发有限公司
曹杨五村(芙蓉园),普陀曹杨,曹杨五村187号-205号,61489,板楼,508户,19栋,商品房/售后公房/使用权,1989年 ,0.8元/平米/月,上海曹杨物业有限公司,上海睿涛房地产开发有限公司
曹杨四村(桐柏园),普陀曹杨,"曹杨四村240号, 曹杨四村241号, 曹杨四村243号, 曹杨四村267号-270号, 曹杨四村272号-282号",61223,板楼,470户,18栋,商品房/售后公房/使用权,1975-1992年 ,0.6至0.8元/平米/月,上海中宁物业管理中心,暂无信息
棠浦路105号,普陀曹杨,棠浦路105号,54269,板楼,20户,1栋,商品房,1984年 ,0.5元/平米/月,暂无信息,无
曹杨路681号,普陀曹杨,曹杨路681号,57389,板楼,40户,1栋,商品房,1967年 ,暂无信息,暂无信息,暂无信息
梅岭北路109号,普陀曹杨,梅岭北路109号,56786,塔板结合,64户,1栋,商品房,1993年 ,0.85元/平米/月,自主物业,西部集团
香山苑,普陀曹杨,"枣阳路185弄, 枣阳路179号",63288,塔楼/板楼,547户,16栋,商品房/使用权,1986-1999年 ,1.2元/平米/月,上海安居物业有限公司,上海民苑房地产开发有限公司
常高公寓,普陀曹杨,梅岭南路380弄,66498,板楼,530户,19栋,商品房/使用权,1996-1997年 ,0.6元/平米/月,上海锦海房地产发展有限公司,上海锦海房地产发展有限公司
嘉安大厦,普陀曹杨,武宁路2101号,0,板楼,202户,2栋,商品房,1979-1998年 ,3.8元/平米/月,暂无信息,暂无信息
五星公寓,普陀曹杨,梅岭南路320弄,59908,塔楼/板楼,456户,5栋,商品房/使用权,1995-1998年 ,1.5至2元/平米/月,上海五爱物业管理有限公司,上海五爱物业管理有限公司
东元大楼,普陀曹杨,曹杨路783弄2号,64707,塔楼,224户,1栋,商品房,1998年 ,0.6元/平米/月,上海中宁物业管理中心,上海宜民房地产开发经营有限公司
曹杨三村,普陀曹杨,曹杨三村,64525,板楼,250户,14栋,商品房/使用权,1957-1994年 ,0.5元/平米/月,上海西部集团物业管理服务有限公司,暂无信息
曹杨五村(南杨园),普陀曹杨,"曹杨五村136号-158号, 曹杨五村206号-226号, 曹杨五村261号-325号",61797,板楼,2298户,93栋,商品房/售后公房/动迁安置房/使用权,1969-1988年 ,0.5至0.8元/平米/月,上海西部物业有限公司,暂无信息
曹杨三村(杏杨园),普陀曹杨,"曹杨三村305号, 曹杨三村306号, 曹杨三村308号-313号, 曹杨三村315号-347号",64222,板楼,904户,43栋,商品房/使用权,1982年 ,0.8至1.5元/平米/月,上海西部物业有限公司,无开发商
曹杨五村(杏梅园),普陀曹杨,"曹杨五村111号-125号, 曹杨五村128号-135号, 曹杨五村241号-253号",59620,板楼,876户,36栋,商品房/使用权,1978-1990年 ,0.5元/平米/月,上海曹杨物业有限公司,上海徐汇区城市建设投资开发有限公司
曹杨五村(芙蓉园),普陀曹杨,曹杨五村187号-205号,61489,板楼,508户,19栋,商品房/售后公房/使用权,1989年 ,0.8元/平米/月,上海曹杨物业有限公司,上海睿涛房地产开发有限公司
东元大楼,普陀曹杨,曹杨路783弄2号,64707,塔楼,224户,1栋,商品房,1998年 ,0.6元/平米/月,上海中宁物业管理中心,上海宜民房地产开发经营有限公司
银都名庭,普陀曹杨,"中山北路3329号,杏山路8弄",66995,板楼,92户,5栋,商品房,2002年 ,1.5元/平米/月,上海曹杨物业有限公司,上海盛兴工贸实业有限公司
曹杨三村(兰岭园),普陀曹杨,"曹杨三村95号-129号, 曹杨三村206号-293号",57234,板楼,3446户,115栋,商品房/售后公房/使用权,1956-2000年 ,0.6至1.5元/平米/月,上海曹杨物业有限公司,无开发商
嘉安大厦,普陀曹杨,武宁路2101号,0,板楼,202户,2栋,商品房,1979-1998年 ,3.8元/平米/月,暂无信息,暂无信息
五星公寓,普陀曹杨,梅岭南路320弄,59908,塔楼/板楼,456户,5栋,商品房/使用权,1995-1998年 ,1.5至2元/平米/月,上海五爱物业管理有限公司,上海五爱物业管理有限公司
曹杨五村(梅花园),普陀曹杨,曹杨五村401号-448号,60024,板楼,1051户,42栋,商品房/售后公房/动迁安置房/使用权,1985-1990年 ,0.5至0.8元/平米/月,上海曹杨物业有限公司,上海市徐汇区城市建设投资开发有限公司
梅岭北路109号,普陀曹杨,梅岭北路109号,56786,塔板结合,64户,1栋,商品房,1993年 ,0.85元/平米/月,自主物业,西部集团
曹杨四村(桐柏园),普陀曹杨,"曹杨四村240号, 曹杨四村241号, 曹杨四村243号, 曹杨四村267号-270号, 曹杨四村272号-282号",61223,板楼,470户,18栋,商品房/售后公房/使用权,1975-1992年 ,0.6至0.8元/平米/月,上海中宁物业管理中心,暂无信息
棠浦路105号,普陀曹杨,棠浦路105号,54269,板楼,20户,1栋,商品房,1984年 ,0.5元/平米/月,暂无信息,无
西部秀苑,普陀曹杨,杨柳青路408号,97858,板楼,168户,4栋,商品房/使用权,2003年 ,1.65元/平米/月,上海真如物业有限公司,上海西部企业（集团）有限公司
梅岭园,普陀曹杨,梅岭支路85弄,62634,板楼,642户,35栋,商品房/使用权,1987-1994年 ,0.8元/平米/月,上海西部物业有限公司,西部地产
北枫桥园,普陀曹杨,枫桥路14-36号,69388,板楼,246户,11栋,商品房/售后公房/使用权,1985-1987年 ,0.6元/平米/月,自主物业,上海市政
万都花园(普陀),普陀曹杨,杨柳青路118弄,79334,板楼,203户,5栋,商品房/使用权,1996年 ,1.5元/平米/月,上海科房物业管理有限公司,上海万都房地产有限公司
桐柏公寓,普陀曹杨,桐柏路30弄,82934,板楼,194户,9栋,商品房/使用权,2001年 ,1.5至1.6元/平米/月,上海伟龙物业管理有限责任公司,上海柏恒房地产开发有限公司
恒陇丽晶公寓,普陀曹杨,"中山北路3327号, 中山北路3329-16号, 中山北路3329-17号",101421,板楼,137户,4栋,商品房/使用权,2009年 ,2元/平米/月,上海畅苑物业管理有限公司,上海恒陇置业发展有限公司
泰富苑,普陀曹杨,杏山路12弄,69058,板楼,93户,3栋,商品房,1998年 ,1.5元/平米/月,上海西部物业有限公司,泰富地产有限公司
安天大厦,普陀曹杨,兰溪路145号,0,塔楼,210户,1栋,商品房,2003年 ,4.5元/平米/月,上海安天置业有限公司,上海安天置业有限公司
金梅园,普陀曹杨,梅川路43弄,67120,板楼,691户,47栋,商品房/售后公房/使用权,1973-1995年 ,0.5至0.8元/平米/月,上海西部物业有限公司,西部房产
曹杨九村,普陀曹杨,曹杨九村,60989,板楼,1859户,54栋,商品房/售后公房/使用权,1976-1978年 ,0.5至0.8元/平米/月,上海西部物业有限公司,上海市普陀区城市建设投资有限公司
安居兰庭,普陀曹杨,兰溪路180弄,93244,板楼,354户,8栋,商品房/使用权,2010年 ,1.8元/平米/月,上海科汇置业有限公司,上海安居房产开发有限责任公司
花溪园,普陀曹杨,兰溪路90弄2-31号,69184,板楼,380户,21栋,商品房/售后公房/使用权,1997-1998年 ,0.6至1.2元/平米/月,上海曹杨物业有限公司,东土集团有限公司
曹杨一村,普陀曹杨,曹杨一村,62879,板楼,3317户,178栋,商品房/售后公房/使用权,1965-1998年 ,0.8元/平米/月,上海曹杨物业有限公司,市政开发公司
曹杨路681号,普陀曹杨,曹杨路681号,57389,板楼,40户,1栋,商品房,1967年 ,暂无信息,暂无信息,暂无信息
香山苑,普陀曹杨,"枣阳路185弄, 枣阳路179号",63288,塔楼/板楼,547户,16栋,商品房/使用权,1986-1999年 ,1.2元/平米/月,上海安居物业有限公司,上海民苑房地产开发有限公司
常高公寓,普陀曹杨,梅岭南路380弄,66498,板楼,530户,19栋,商品房/使用权,1996-1997年 ,0.6元/平米/月,上海锦海房地产发展有限公司,上海锦海房地产发展有限公司
联农大厦,普陀曹杨,曹杨路859弄,76153,塔楼,286户,1栋,商品房/使用权,1995年 ,0.5元/平米/月,上海西部物业有限公司,上海城建(集团)公司
曹杨四村(兰花园),普陀曹杨,曹杨四村125号-150号,58857,板楼,632户,25栋,商品房/售后公房/使用权,1990-1991年 ,0.6元/平米/月,上海曹杨物业有限公司,市政开发公司
曹杨华庭,普陀曹杨,杏山路500弄1-12号,80334,板楼,360户,12栋,商品房/私产,2001-2002年 ,1.2元/平米/月,华庭物业,上海圣华房地产有限公司
阳光公寓(普陀),普陀曹杨,"兰溪路139弄28号, （兰溪路137号）",78559,板楼,36户,1栋,商品房,2002年 ,1.35元/平米/月,无锡金马物业管理公司上海分公司,无开发商
曹杨二村（北梅园）,普陀曹杨,花溪路北梅园,56031,板楼,950户,25栋,商品房/售后公房/使用权,1955-1986年 ,0.44元/平米/月,上海燎原物业有限公司,暂无信息
曹杨二村(北杨园),普陀曹杨,曹杨路北杨园,57283,板楼,2153户,91栋,商品房/售后公房/使用权,1960-1994年 ,0.44至0.8元/平米/月,暂无信息,暂无信息
曹杨君悦苑,普陀曹杨,兰溪路10弄,67287,塔楼/板楼,596户,5栋,商品房,2000-2004年 ,1.5元/平米/月,上海中宁物业管理中心,上海中环广场房地产有限公司
梅岭苑,普陀曹杨,梅岭北路400弄,59571,塔楼/板楼,1324户,26栋,商品房/售后公房/使用权,1937-2002年 ,0.8至1.35元/平米/月,上海安居物业有限公司,上海民苑房地产开发有限公司
曹杨四村(兰花大楼),普陀曹杨,"曹杨四村121号, 曹杨四村124号, 曹杨四村122号",59873,塔楼,528户,3栋,商品房/使用权,1991-1992年 ,0.6元/平米/月,上海孜诚置业有限公司,市政开发公司
曹杨五村(南岭园),普陀曹杨,曹杨五村25-80号,56094,板楼/塔板结合/平房,1223户,55栋,商品房/售后公房/使用权/公租房,1958-1997年 ,0.5至0.8元/平米/月,上海曹杨物业有限公司,无
曹杨六村(兰溪园),普陀曹杨,曹杨六村24号-27号；曹阳六村153号-172号，兰溪路21弄1号-39号(单号,62272,塔楼/板楼,1741户,37栋,商品房/售后公房/使用权,1981-1991年 ,0.8元/平米/月,上海曹杨物业有限公司,西部集团
中桥大楼,普陀曹杨,曹杨路903弄3-12号,61689,塔楼,480户,3栋,商品房/售后公房/使用权,1995-1997年 ,1.8元/平米/月,中桥物业,普陀建筑
曹杨六村(沙溪园),普陀曹杨,"曹杨路121号-122号, 曹杨路104号-114号, 曹杨路201号, 曹杨路202号, 曹杨路210号-226号, 中山北路3223弄1号, 中山北路3223弄2号",57358,板楼/塔板结合,949户,36栋,商品房/售后公房/使用权,1972-1988年 ,0.6至1.5元/平米/月,上海曹杨物业有限公司,暂无信息
曹杨二村(北岭园),普陀曹杨,曹杨二村131-148号(北杨园,54792,板楼,2690户,100栋,商品房/售后公房/使用权,1957-1992年 ,0.44元/平米/月,上海燎原物业有限公司,西部集团
沙田新苑,普陀曹杨,白兰路169弄,75556,板楼,636户,15栋,商品房/使用权,1999-2000年 ,1.57元/平米/月,上海沙田物业管理有限公司,上海沙田房地产开发有限责任公司
曹杨四村(枣阳园),普陀曹杨,"曹杨四村285号-293号, 曹杨四村250号-255号, 曹杨四村197号-201号, 曹杨四村261号-264号, 曹杨四村266号",58838,板楼,640户,25栋,商品房/售后公房/使用权,1974-1985年 ,0.6元/平米/月,上海曹杨物业有限公司,暂无信息
杏园,普陀曹杨,梅川路141弄,60880,板楼,1355户,57栋,商品房/售后公房/使用权,1975-1995年 ,0.6至0.8元/平米/月,上海曹杨物业有限公司,西部集团
曹杨七村,普陀曹杨,曹杨路1013号,61598,板楼,2430户,100栋,商品房/使用权,1954-1996年 ,0.6元/平米/月,上海曹杨物业有限公司,市政开发公司
曹杨五村(金岭园),普陀曹杨,曹杨五村1号到24号，24号甲，24号乙，24号丙，24丁,57076,板楼,582户,28栋,商品房/使用权,1986-1992年 ,0.5至0.8元/平米/月,致中物业,无
桂巷路63号,普陀曹杨,桂巷路63号,0,板楼,15户,1栋,商品房/使用权,1994年 ,暂无信息,暂无信息,暂无信息
棠浦路101号,普陀曹杨,棠浦路101号,0,板楼,15户,1栋,商品房,1984年 ,暂无信息,上海无容大物业管理有限公司,无
曹杨六村,普陀曹杨,"曹杨六村,兰溪路21弄",62500,板楼,67户,6栋,商品房/使用权,1985-1997年 ,0.6元/平米/月,暂无信息,上海西部企业（集团）有限公司
美源公寓,普陀曹杨,梅岭北路35弄,65179,板楼,42户,4栋,商品房,1999年 ,2元/平米/月,上海曹杨物业有限公司,上海国发梅源企业发展有限公司
兰溪路142-148(双)号,普陀曹杨,兰溪路142-148（双）号,0,未知类型,451户,1栋,商品房,1995年 ,暂无信息,暂无信息,暂无信息
曹杨路689号,普陀曹杨,曹杨路689号,0,板楼,33户,1栋,商品房/使用权,1966年 ,暂无信息,暂无信息,暂无信息
中山北路3003号,普陀曹杨,中山北路3003号,0,板楼,34户,1栋,商品房/使用权,1994年 ,暂无信息,暂无信息,暂无信息
枣阳路19号,普陀曹杨,枣阳路19号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
兰溪路89号,普陀曹杨,兰溪路89号,0,未知类型,70户,1栋,商品房/使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
上海之春公寓,普陀曹杨,梅岭支路7弄1-4号,0,板楼,63户,4栋,商品房,2008年 ,1.5元/平米/月,威格斯物业顾问(上海)有限公司,上海恒瑞发展有限公司
碧绿湖花园,普陀曹杨,桐柏路165弄,0,板楼,34户,4栋,商品房,1993年 ,0.8元/平米/月,上海西部物业有限公司,西部集团
中山北路3003号,普陀曹杨,中山北路3003号,0,板楼,34户,1栋,商品房/使用权,1994年 ,暂无信息,暂无信息,暂无信息
枣阳路19号,普陀曹杨,枣阳路19号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
兰苑公寓,普陀曹杨,"兰溪路57弄1号, 兰溪路59号",70522,塔楼,6户,2栋,商品房,1999年 ,暂无信息,上海西部物业有限公司,上海新和田投资发展有限公司
曹杨路1113号,普陀曹杨,曹杨路1113号,0,板楼,44户,1栋,商品房/使用权,1983年 ,暂无信息,暂无信息,暂无信息
曹杨路689号,普陀曹杨,曹杨路689号,0,板楼,33户,1栋,商品房/使用权,1966年 ,暂无信息,暂无信息,暂无信息
兰溪路142-148(双)号,普陀曹杨,兰溪路142-148（双）号,0,未知类型,451户,1栋,商品房,1995年 ,暂无信息,暂无信息,暂无信息
安居兰庭商务中心,普陀曹杨,兰溪路190号,0,未知类型,80户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
桂巷路57号,普陀曹杨,桂巷路57号,0,板楼,15户,1栋,商品房/使用权,1994年 ,暂无信息,暂无信息,暂无信息
兰溪路63号,普陀曹杨,兰溪路63号,0,板楼,12户,1栋,商品房/使用权,1985-1999年 ,0.85元/平米/月,暂无信息,暂无
兰溪路200弄,普陀曹杨,兰溪路200弄,0,板楼,50户,4栋,商品房/使用权,1982-1989年 ,暂无信息,暂无信息,暂无信息
曹杨路1111号,普陀曹杨,曹杨路1111号,0,未知类型,18户,1栋,使用权,暂无信息 ,暂无信息,自主物业,西部集团
爱建新村,普陀长风,杨柳青路735弄,59656,塔楼/板楼/塔板结合,807户,30栋,商品房/售后公房/使用权,1987-1997年 ,0.8元/平米/月,和记物业服务(上海)有限公司,上海海墅置业有限公司
长风二村风荷园,普陀长风,长风二村,69347,板楼,1921户,80栋,商品房/售后公房/使用权,1982-1983年 ,0.5至0.8元/平米/月,上海长风物业有限公司,市政开发公司
